symbol	annotation_id	organism
ACP5	GO:0008199	9606
ACP5	GO:0046872	9606
ACP5	GO:0016787	9606
ACP3	GO:0003993	9606
ACP3	GO:0004725	9606
ACP3	GO:0005515	9606
ACP3	GO:0008253	9606
ACP3	GO:0016791	9606
ACP3	GO:0042131	9606
ACP3	GO:0042802	9606
ACP3	GO:0042803	9606
ACP3	GO:0052642	9606
ACP3	GO:0016787	9606
ACRV1	GO:0005515	9606
ACTA1	GO:0005200	9606
ACTA1	GO:0005515	9606
ACTA1	GO:0005524	9606
ACTA1	GO:0017022	9606
ACTA1	GO:0043531	9606
ACTA1	GO:0000166	9606
ACTA2	GO:0005524	9606
ACTA2	GO:0019901	9606
ACTA2	GO:0000166	9606
ACTB	GO:0005200	9606
ACTB	GO:0005515	9606
ACTB	GO:0005524	9606
ACTB	GO:0019894	9606
ACTB	GO:0019901	9606
ACTB	GO:0030957	9606
ACTB	GO:0031492	9606
ACTB	GO:0042802	9606
ACTB	GO:0048156	9606
ACTB	GO:0050998	9606
ACTB	GO:0098973	9606
ACTB	GO:0000166	9606
ACTC1	GO:0000146	9606
ACTC1	GO:0005524	9606
ACTC1	GO:0017022	9606
ACTC1	GO:0000166	9606
ACTG1	GO:0005200	9606
ACTG1	GO:0005515	9606
ACTG1	GO:0005522	9606
ACTG1	GO:0005524	9606
ACTG1	GO:0031625	9606
ACTG1	GO:0042802	9606
ACTG1	GO:0098973	9606
ACTG1	GO:0000166	9606
ACTG2	GO:0005524	9606
ACTG2	GO:0000166	9606
ACTN4	GO:0000977	9606
ACTN4	GO:0001882	9606
ACTN4	GO:0003713	9606
ACTN4	GO:0003723	9606
ACTN4	GO:0003779	9606
ACTN4	GO:0005178	9606
ACTN4	GO:0005509	9606
ACTN4	GO:0005515	9606
ACTN4	GO:0016922	9606
ACTN4	GO:0030374	9606
ACTN4	GO:0031490	9606
ACTN4	GO:0042803	9606
ACTN4	GO:0042974	9606
ACTN4	GO:0044325	9606
ACTN4	GO:0051015	9606
ACTN4	GO:0046872	9606
ACTL6A	GO:0003682	9606
ACTL6A	GO:0003713	9606
ACTL6A	GO:0005515	9606
ACTL6A	GO:0031492	9606
ACTN1	GO:0003725	9606
ACTN1	GO:0005178	9606
ACTN1	GO:0005509	9606
ACTN1	GO:0005515	9606
ACTN1	GO:0017166	9606
ACTN1	GO:0030374	9606
ACTN1	GO:0042803	9606
ACTN1	GO:0044325	9606
ACTN1	GO:0051015	9606
ACTN1	GO:0099186	9606
ACTN1	GO:0046872	9606
ACTN1	GO:0003779	9606
ACTN2	GO:0005178	9606
ACTN2	GO:0005509	9606
ACTN2	GO:0005515	9606
ACTN2	GO:0005546	9606
ACTN2	GO:0008092	9606
ACTN2	GO:0008307	9606
ACTN2	GO:0019904	9606
ACTN2	GO:0030274	9606
ACTN2	GO:0030374	9606
ACTN2	GO:0031432	9606
ACTN2	GO:0042802	9606
ACTN2	GO:0044325	9606
ACTN2	GO:0051015	9606
ACTN2	GO:0051373	9606
ACTN2	GO:0070080	9606
ACTN2	GO:0046872	9606
ACTN2	GO:0003779	9606
ACTN3	GO:0005178	9606
ACTN3	GO:0005509	9606
ACTN3	GO:0005515	9606
ACTN3	GO:0008307	9606
ACTN3	GO:0042802	9606
ACTN3	GO:0044325	9606
ACTN3	GO:0051015	9606
ACTN3	GO:0046872	9606
ACTN3	GO:0003779	9606
ACVR1	GO:0004672	9606
ACVR1	GO:0004674	9606
ACVR1	GO:0004675	9606
ACVR1	GO:0005025	9606
ACVR1	GO:0005515	9606
ACVR1	GO:0005524	9606
ACVR1	GO:0016361	9606
ACVR1	GO:0017046	9606
ACVR1	GO:0042803	9606
ACVR1	GO:0045296	9606
ACVR1	GO:0046332	9606
ACVR1	GO:0046872	9606
ACVR1	GO:0048185	9606
ACVR1	GO:0050431	9606
ACVR1	GO:1990782	9606
ACVR1	GO:0019838	9606
ACVR1	GO:0000166	9606
ACVR1	GO:0016740	9606
ACVR1	GO:0016301	9606
ACVR1B	GO:0004674	9606
ACVR1B	GO:0004675	9606
ACVR1B	GO:0005515	9606
ACVR1B	GO:0005524	9606
ACVR1B	GO:0016361	9606
ACVR1B	GO:0017002	9606
ACVR1B	GO:0019838	9606
ACVR1B	GO:0031625	9606
ACVR1B	GO:0034711	9606
ACVR1B	GO:0046332	9606
ACVR1B	GO:0046872	9606
ACVR1B	GO:0048185	9606
ACVR1B	GO:0000166	9606
ACVR1B	GO:0016740	9606
ACVR1B	GO:0016301	9606
ACVR1B	GO:0004672	9606
ACVR2A	GO:0004674	9606
ACVR2A	GO:0004675	9606
ACVR2A	GO:0005515	9606
ACVR2A	GO:0005524	9606
ACVR2A	GO:0015026	9606
ACVR2A	GO:0017002	9606
ACVR2A	GO:0019838	9606
ACVR2A	GO:0030165	9606
ACVR2A	GO:0034711	9606
