annotation_id	typeOfAnalysis	p_times	ranking
hsa01522	Target_Hypergeom	0.999	41.0
hsa04659	Target_Hypergeom	0.986	42.0
hsa05323	Target_Hypergeom	0.949	42.0
hsa05216	TFs_Hypergeom	0.227	42.0
hsa05226	Target_Hypergeom	1.0	43.0
hsa05417	TFs_Hypergeom	0.279	43.0
hsa05145	Target_Hypergeom	0.987	45.0
hsa05223	Target_Hypergeom	1.0	45.0
hsa05160	TFs_Hypergeom	0.358	46.0
hsa05030	TFs_Hypergeom	0.218	46.0
hsa05164	Target_Hypergeom	0.953	46.5
hsa05203	Target_Hypergeom	0.998	47.0
hsa04010	TFs_Hypergeom	0.314	47.0
hsa04933	TFs_Hypergeom	0.377	47.0
hsa01521	Target_Hypergeom	0.998	48.0
hsa04211	TFs_Hypergeom	0.34	48.25
hsa05212	TFs_Hypergeom	0.289	48.5
hsa05218	Target_Hypergeom	0.995	49.0
hsa05224	Target_Hypergeom	0.997	50.5
hsa05235	TFs_Hypergeom	0.309	50.75
hsa04927	TFs_Hypergeom	0.205	51.0
hsa05160	Target_Hypergeom	0.978	51.0
hsa05140	Target_Hypergeom	0.986	51.0
hsa05223	TFs_Hypergeom	0.257	51.5
hsa04390	TFs_Hypergeom	0.323	51.75
hsa04064	Target_Hypergeom	0.957	52.0
hsa04137	TFs_Hypergeom	0.256	52.0
hsa04625	TFs_Hypergeom	0.362	52.5
hsa05135	Target_Hypergeom	0.997	53.0
hsa04350	TFs_Hypergeom	0.302	53.0
hsa04668	TFs_Hypergeom	0.391	53.25
hsa05162	TFs_Hypergeom	0.363	53.25
hsa05210	TFs_Hypergeom	0.256	54.0
hsa05200	Target_NonCentral	0.332	55.0
hsa04380	Target_Hypergeom	0.99	55.0
hsa04015	Target_Hypergeom	0.994	56.0
hsa05221	Target_Hypergeom	0.994	56.0
hsa05226	TFs_Hypergeom	0.299	56.0
hsa04390	Target_Hypergeom	0.994	56.25
hsa05214	Target_Hypergeom	0.996	57.0
hsa04935	TFs_Hypergeom	0.337	57.0
hsa05165	TFs_Hypergeom	0.246	57.0
hsa04931	TFs_Hypergeom	0.335	57.25
hsa05144	Target_Hypergeom	0.951	57.5
hsa05213	TFs_Hypergeom	0.178	57.5
hsa05143	Target_Hypergeom	0.953	58.0
hsa04919	TFs_Hypergeom	0.354	58.0
hsa01522	TFs_Hypergeom	0.281	58.0
hsa01524	Target_Hypergeom	0.99	58.5
hsa05225	TFs_Hypergeom	0.247	58.5
hsa05222	TFs_Hypergeom	0.243	58.5
hsa05213	Target_Hypergeom	0.998	60.0
hsa05031	TFs_Hypergeom	0.176	60.5
hsa05206	Target_Hypergeom	0.998	61.0
hsa04657	Target_Hypergeom	0.957	61.0
hsa04022	TFs_Hypergeom	0.221	62.0
hsa05131	Target_Hypergeom	1.0	63.0
hsa05330	Target_Hypergeom	0.923	63.0
hsa04932	TFs_Hypergeom	0.271	64.0
hsa04110	TFs_Hypergeom	0.289	64.0
hsa04310	TFs_Hypergeom	0.173	65.0
hsa05146	Target_Hypergeom	0.977	65.0
hsa04934	Target_Hypergeom	0.985	67.0
hsa04928	Target_Hypergeom	0.998	68.0
hsa05417	Target_NonCentral	0.326	68.5
hsa04514	Target_NonCentral	0.289	69.0
hsa04931	Target_Hypergeom	0.972	69.0
hsa04917	Target_Hypergeom	0.976	70.0
hsa04625	Target_Hypergeom	0.972	72.0
hsa05166	Target_NonCentral	0.272	72.0
hsa04926	TFs_Hypergeom	0.253	72.0
hsa05152	Target_Hypergeom	0.929	73.0
hsa04151	Target_NonCentral	0.252	73.0
hsa05165	Target_NonCentral	0.232	73.5
hsa04658	Target_Hypergeom	0.943	74.0
hsa04520	Target_Hypergeom	0.985	74.0
hsa05216	Target_Hypergeom	0.999	75.0
hsa04152	Target_Hypergeom	0.955	75.0
hsa04657	TFs_Hypergeom	0.174	75.75
hsa05222	Target_NonCentral	0.28	76.0
hsa04660	Target_Hypergeom	0.967	76.0
hsa05152	TFs_Hypergeom	0.125	77.0
hsa05207	Target_Hypergeom	0.977	77.0
hsa04916	TFs_Hypergeom	0.198	77.0
hsa04640	Target_Hypergeom	0.888	77.0
hsa04152	TFs_Hypergeom	0.223	77.0
hsa04151	TFs_Hypergeom	0.12	78.0
hsa04728	TFs_Hypergeom	0.217	78.0
hsa04520	TFs_Hypergeom	0.122	78.5
hsa04925	TFs_Hypergeom	0.184	78.75
hsa05215	Target_NonCentral	0.229	79.0
hsa04630	TFs_Hypergeom	0.124	79.5
hsa05169	Target_NonCentral	0.298	80.0
hsa04510	Target_NonCentral	0.198	80.0
hsa04620	Target_Hypergeom	0.884	80.0
hsa04060	Target_Hypergeom	0.808	82.0
hsa05418	TFs_Hypergeom	0.181	82.75
hsa04722	TFs_Hypergeom	0.192	83.0
hsa05140	TFs_Hypergeom	0.122	83.5
hsa05133	TFs_Hypergeom	0.124	83.75
hsa05134	Target_Hypergeom	0.86	84.0
hsa05133	Target_Hypergeom	0.895	84.0
hsa05206	TFs_Hypergeom	0.087	84.0
hsa04922	TFs_Hypergeom	0.171	84.0
hsa04024	TFs_Hypergeom	0.086	84.0
hsa04015	Target_NonCentral	0.208	85.0
hsa05167	Target_NonCentral	0.223	85.0
hsa04919	Target_Hypergeom	0.947	85.0
hsa04926	Target_Hypergeom	0.967	85.0
hsa04217	TFs_Hypergeom	0.13	85.0
hsa05205	TFs_Hypergeom	0.065	86.0
hsa04919	Target_NonCentral	0.22	86.0
hsa05145	Target_NonCentral	0.256	86.0
hsa05208	TFs_Hypergeom	0.051	87.0
hsa04662	TFs_Hypergeom	0.135	87.0
hsa05230	Target_Hypergeom	0.948	89.0
hsa04918	TFs_Hypergeom	0.132	89.25
hsa04068	TFs_Hypergeom	0.17	89.5
hsa04371	TFs_Hypergeom	0.151	90.0
hsa04911	TFs_Hypergeom	0.138	90.5
hsa04915	Target_Hypergeom	0.958	91.0
hsa05135	TFs_Hypergeom	0.16	91.5
hsa04913	Target_Hypergeom	0.924	91.5
hsa05171	TFs_Hypergeom	0.063	92.5
hsa05016	TFs_Hypergeom	0.057	93.0
hsa04940	Target_Hypergeom	0.826	93.0
hsa04310	Target_Hypergeom	0.931	94.0
hsa04670	Target_Hypergeom	0.934	94.0
hsa05161	Target_NonCentral	0.211	94.0
hsa05221	Target_NonCentral	0.155	96.0
hsa04010	Target_NonCentral	0.154	96.0
hsa04933	Target_NonCentral	0.233	97.0
hsa04810	Target_NonCentral	0.152	97.0
hsa05134	Target_NonCentral	0.234	97.0
hsa04620	TFs_Hypergeom	0.124	97.0
hsa04660	TFs_Hypergeom	0.135	97.75
hsa05211	Target_Hypergeom	0.933	98.75
hsa04014	Target_Hypergeom	0.912	99.0
hsa05132	TFs_Hypergeom	0.045	99.0
hsa04024	Target_NonCentral	0.156	99.5
hsa05321	Target_NonCentral	0.261	100.0
hsa04072	Target_Hypergeom	0.929	100.0
hsa04371	Target_Hypergeom	0.929	101.0
hsa04672	Target_Hypergeom	0.825	101.0
hsa04810	Target_Hypergeom	0.906	102.0
hsa05131	TFs_Hypergeom	0.039	102.0
hsa05202	Target_NonCentral	0.134	102.0
hsa04930	Target_Hypergeom	0.883	103.0
hsa05203	Target_NonCentral	0.162	103.0
hsa05162	Target_NonCentral	0.25	103.5
hsa05323	Target_NonCentral	0.3	103.5
hsa04621	TFs_Hypergeom	0.042	103.5
hsa04071	Target_Hypergeom	0.9	104.0
hsa04062	TFs_Hypergeom	0.039	104.0
hsa04072	Target_NonCentral	0.121	104.0
hsa04659	Target_NonCentral	0.224	105.0
hsa04062	Target_Hypergeom	0.828	105.0
hsa05168	TFs_Hypergeom	0.006	105.0
hsa04390	Target_NonCentral	0.121	105.5
hsa05235	Target_NonCentral	0.138	106.0
hsa05130	Target_Hypergeom	0.923	106.0
hsa05205	Target_NonCentral	0.108	107.0
hsa05135	Target_NonCentral	0.128	107.0
hsa05410	Target_Hypergeom	0.874	107.0
hsa04935	Target_Hypergeom	0.883	107.0
hsa05170	TFs_Hypergeom	0.034	107.5
hsa04921	TFs_Hypergeom	0.073	107.5
hsa04261	TFs_Hypergeom	0.076	108.0
hsa04211	Target_Hypergeom	0.872	108.0
hsa05235	Target_Hypergeom	0.858	108.0
hsa04664	Target_Hypergeom	0.853	109.0
hsa05416	Target_Hypergeom	0.877	109.25
hsa05332	Target_Hypergeom	0.8	109.5
hsa04658	Target_NonCentral	0.216	109.5
hsa04621	Target_Hypergeom	0.752	110.0
hsa04611	Target_Hypergeom	0.869	110.0
hsa04630	Target_NonCentral	0.222	110.0
hsa05152	Target_NonCentral	0.189	110.5
hsa04640	Target_NonCentral	0.295	110.5
hsa04310	Target_NonCentral	0.12	111.0
hsa05412	Target_NonCentral	0.125	111.0
hsa05164	Target_NonCentral	0.254	111.0
hsa05017	TFs_Hypergeom	0.118	111.0
hsa04932	Target_Hypergeom	0.842	111.0
hsa04916	Target_NonCentral	0.139	111.0
hsa04061	Target_Hypergeom	0.723	112.0
hsa04927	Target_Hypergeom	0.847	112.0
hsa05170	Target_Hypergeom	0.833	112.0
hsa04979	Target_Hypergeom	0.726	112.0
hsa05320	Target_Hypergeom	0.764	112.0
hsa04014	TFs_Hypergeom	0.025	112.0
hsa04360	Target_NonCentral	0.208	112.0
hsa04920	Target_Hypergeom	0.777	112.75
hsa05163	Target_NonCentral	0.11	113.0
hsa04215	Target_Hypergeom	0.777	113.0
hsa04261	Target_NonCentral	0.136	114.0
hsa04020	Target_Hypergeom	0.807	114.0
hsa05164	TFs_Hypergeom	0.043	114.5
hsa05219	Target_NonCentral	0.095	115.0
hsa04934	Target_NonCentral	0.123	115.0
hsa05160	Target_NonCentral	0.189	115.5
hsa04020	Target_NonCentral	0.136	115.5
hsa04062	Target_NonCentral	0.194	116.0
hsa04022	Target_NonCentral	0.13	116.0
hsa04930	Target_NonCentral	0.104	116.0
hsa04210	TFs_Hypergeom	0.112	116.0
hsa05310	Target_Hypergeom	0.733	116.5
hsa04152	Target_NonCentral	0.163	117.0
hsa04666	Target_NonCentral	0.145	117.0
hsa05210	Target_NonCentral	0.175	117.0
hsa04210	Target_NonCentral	0.234	117.5
hsa05418	Target_NonCentral	0.082	118.0
hsa04218	Target_NonCentral	0.213	118.0
hsa05230	Target_NonCentral	0.156	118.0
hsa05213	Target_NonCentral	0.131	118.0
hsa01521	Target_NonCentral	0.096	118.5
hsa04064	Target_NonCentral	0.284	120.0
hsa04664	Target_NonCentral	0.097	120.0
hsa04520	Target_NonCentral	0.075	120.0
hsa05142	Target_NonCentral	0.073	120.0
hsa04670	Target_NonCentral	0.114	120.0
hsa04512	Target_NonCentral	0.154	120.5
hsa05100	Target_Hypergeom	0.837	121.0
hsa04012	Target_Hypergeom	0.816	122.0
hsa01523	Target_Hypergeom	0.753	122.0
hsa04370	Target_Hypergeom	0.843	122.0
hsa05231	Target_NonCentral	0.075	122.0
hsa04024	Target_Hypergeom	0.791	123.0
hsa04660	Target_NonCentral	0.091	123.0
hsa04066	Target_NonCentral	0.168	123.0
hsa05020	TFs_Hypergeom	0.017	123.0
hsa05226	Target_NonCentral	0.111	123.0
hsa04925	Target_Hypergeom	0.772	125.0
hsa04921	Target_Hypergeom	0.78	125.25
hsa04530	Target_Hypergeom	0.769	126.0
hsa04350	Target_Hypergeom	0.77	126.0
hsa05224	Target_NonCentral	0.114	126.0
hsa04611	Target_NonCentral	0.091	126.5
hsa04014	Target_NonCentral	0.064	127.0
hsa04662	Target_Hypergeom	0.773	128.0
hsa04217	Target_Hypergeom	0.664	128.0
hsa04550	Target_Hypergeom	0.744	128.0
hsa03320	Target_Hypergeom	0.681	128.0
hsa04920	Target_NonCentral	0.119	128.0
hsa04380	Target_NonCentral	0.129	128.0
hsa04550	Target_NonCentral	0.091	128.0
hsa04935	Target_NonCentral	0.053	128.0
hsa05412	Target_Hypergeom	0.73	128.0
hsa04514	Target_Hypergeom	0.674	129.0
hsa05231	Target_Hypergeom	0.753	129.0
hsa04650	Target_Hypergeom	0.728	129.0
hsa04925	Target_NonCentral	0.093	130.0
hsa04931	Target_NonCentral	0.112	130.0
hsa04620	Target_NonCentral	0.17	130.5
hsa00350	Target_NonCentral	0.106	131.0
hsa05143	Target_NonCentral	0.097	131.0
hsa04668	Target_NonCentral	0.255	131.0
hsa05132	Target_Hypergeom	0.724	131.0
hsa00140	Target_Hypergeom	0.624	131.0
hsa05414	Target_Hypergeom	0.723	131.0
hsa05171	Target_Hypergeom	0.651	131.0
hsa04110	Target_NonCentral	0.249	132.0
hsa05031	Target_NonCentral	0.045	132.0
hsa05220	Target_NonCentral	0.089	133.0
hsa04917	Target_NonCentral	0.155	133.0
hsa04918	Target_NonCentral	0.076	133.5
hsa04150	Target_NonCentral	0.07	134.0
hsa04330	Target_NonCentral	0.11	135.0
hsa04923	Target_NonCentral	0.076	135.5
hsa05216	Target_NonCentral	0.073	135.5
hsa04145	Target_NonCentral	0.252	135.5
hsa04137	Target_Hypergeom	0.678	136.0
hsa04068	Target_NonCentral	0.183	136.5
hsa04022	Target_Hypergeom	0.646	137.0
hsa05140	Target_NonCentral	0.212	137.0
hsa01522	Target_NonCentral	0.046	137.0
hsa05415	Target_Hypergeom	0.681	137.5
hsa05144	Target_NonCentral	0.129	138.0
hsa04662	Target_NonCentral	0.076	138.0
hsa04722	Target_NonCentral	0.057	138.0
hsa04911	Target_NonCentral	0.066	138.0
hsa04512	Target_Hypergeom	0.651	138.0
hsa04371	Target_NonCentral	0.054	139.0
hsa04722	Target_Hypergeom	0.678	139.0
hsa00140	Target_NonCentral	0.211	139.0
hsa05207	Target_NonCentral	0.108	139.0
hsa04621	Target_NonCentral	0.199	139.0
hsa04912	Target_Hypergeom	0.697	139.0
hsa04215	Target_NonCentral	0.124	140.5
hsa04950	Target_NonCentral	0.099	140.5
hsa04725	Target_NonCentral	0.062	141.0
hsa04960	Target_NonCentral	0.059	141.0
hsa05212	Target_NonCentral	0.118	142.0
hsa05414	Target_NonCentral	0.079	142.0
hsa05217	Target_Hypergeom	0.629	142.0
hsa04961	Target_NonCentral	0.074	142.0
hsa04928	Target_NonCentral	0.04	142.5
hsa04213	Target_Hypergeom	0.603	142.75
hsa04929	Target_NonCentral	0.049	143.0
hsa05214	Target_NonCentral	0.085	143.0
hsa04921	Target_NonCentral	0.052	143.5
hsa05223	Target_NonCentral	0.099	143.5
hsa04922	Target_NonCentral	0.067	143.5
hsa04666	Target_Hypergeom	0.573	144.0
hsa04625	Target_NonCentral	0.115	144.5
hsa01524	Target_NonCentral	0.104	145.0
hsa05330	Target_NonCentral	0.201	145.0
hsa05120	Target_Hypergeom	0.585	145.0
hsa04360	Target_Hypergeom	0.58	145.5
hsa05410	Target_NonCentral	0.06	145.5
hsa05132	Target_NonCentral	0.076	146.5
hsa04913	Target_NonCentral	0.083	147.0
hsa04910	Target_Hypergeom	0.578	148.0
hsa04926	Target_NonCentral	0.021	148.0
hsa05017	Target_NonCentral	0.039	148.5
hsa05225	Target_NonCentral	0.068	149.0
hsa04211	Target_NonCentral	0.078	149.0
hsa05218	Target_NonCentral	0.099	149.0
hsa04912	Target_NonCentral	0.031	149.5
hsa04061	Target_NonCentral	0.255	150.0
hsa04927	Target_NonCentral	0.091	150.0
hsa04012	Target_NonCentral	0.036	150.0
hsa05170	Target_NonCentral	0.093	150.0
hsa00052	Target_NonCentral	0.088	150.0
hsa04115	Target_NonCentral	0.16	150.0
hsa04728	Target_NonCentral	0.05	150.5
hsa04713	Target_NonCentral	0.057	151.0
hsa04976	Target_Hypergeom	0.521	152.0
hsa04213	Target_NonCentral	0.083	152.0
hsa05133	Target_NonCentral	0.042	152.0
hsa04071	Target_NonCentral	0.041	152.0
hsa04530	Target_NonCentral	0.054	152.5
hsa04960	Target_Hypergeom	0.514	152.75
hsa04961	Target_Hypergeom	0.516	153.0
hsa04370	Target_NonCentral	0.027	153.0
hsa04915	Target_NonCentral	0.118	154.0
hsa05130	Target_NonCentral	0.036	154.0
hsa05120	Target_NonCentral	0.044	154.0
hsa04922	Target_Hypergeom	0.521	154.0
hsa04976	Target_NonCentral	0.163	155.0
hsa04144	Target_Hypergeom	0.493	155.0
hsa00230	Target_NonCentral	0.051	155.5
hsa05217	Target_NonCentral	0.074	156.0
hsa05211	Target_NonCentral	0.024	156.0
hsa05416	Target_NonCentral	0.136	156.0
hsa04971	Target_NonCentral	0.036	156.0
hsa05030	Target_NonCentral	0.054	156.5
hsa04060	Target_NonCentral	0.255	157.0
hsa05146	Target_NonCentral	0.055	157.0
hsa04979	Target_NonCentral	0.181	157.0
hsa04940	Target_NonCentral	0.184	157.0
hsa05171	Target_NonCentral	0.16	157.5
hsa00860	Target_NonCentral	0.147	157.5
hsa04750	Target_Hypergeom	0.469	158.0
hsa04750	Target_NonCentral	0.062	158.0
hsa00983	Target_NonCentral	0.127	158.0
hsa04140	Target_Hypergeom	0.458	159.0
hsa04217	Target_NonCentral	0.081	160.0
hsa04924	Target_NonCentral	0.022	160.0
hsa04622	Target_Hypergeom	0.483	160.0
hsa04330	Target_Hypergeom	0.464	160.0
hsa04720	Target_NonCentral	0.045	160.5
hsa05340	Target_NonCentral	0.104	161.0
hsa04137	Target_NonCentral	0.048	161.0
hsa04977	Target_Hypergeom	0.449	161.5
hsa04929	Target_Hypergeom	0.42	162.0
hsa04730	Target_Hypergeom	0.414	162.0
hsa04657	Target_NonCentral	0.201	162.0
hsa04612	Target_NonCentral	0.169	162.5
hsa05131	Target_NonCentral	0.025	163.0
hsa04910	Target_NonCentral	0.051	163.0
hsa04914	Target_Hypergeom	0.426	164.0
hsa04216	Target_Hypergeom	0.394	164.0
hsa04144	Target_NonCentral	0.08	164.0
hsa04216	Target_NonCentral	0.023	165.0
hsa04725	Target_Hypergeom	0.403	165.0
hsa05031	Target_Hypergeom	0.364	165.0
hsa04911	Target_Hypergeom	0.383	166.0
hsa04270	Target_Hypergeom	0.378	166.5
hsa04950	Target_Hypergeom	0.399	167.0
hsa04070	Target_NonCentral	0.045	167.0
hsa04724	Target_NonCentral	0.053	167.0
hsa00010	Target_NonCentral	0.18	167.5
hsa04350	Target_NonCentral	0.027	168.0
hsa04964	Target_NonCentral	0.019	168.5
hsa04730	Target_NonCentral	0.028	169.0
hsa04612	Target_Hypergeom	0.411	169.5
hsa04614	Target_NonCentral	0.039	170.0
hsa04973	Target_NonCentral	0.04	170.0
hsa04974	Target_NonCentral	0.067	170.5
hsa04610	Target_NonCentral	0.068	171.0
hsa05415	Target_NonCentral	0.042	171.0
hsa05320	Target_NonCentral	0.169	171.0
hsa04971	Target_Hypergeom	0.342	171.0
hsa04610	Target_Hypergeom	0.357	171.5
hsa04916	Target_Hypergeom	0.351	172.0
hsa00562	Target_NonCentral	0.056	172.0
hsa00620	Target_NonCentral	0.092	172.0
hsa05310	Target_NonCentral	0.141	173.5
hsa04672	Target_NonCentral	0.148	173.5
hsa01240	Target_NonCentral	0.096	173.5
hsa00100	Target_NonCentral	0.092	173.5
hsa05208	Target_Hypergeom	0.309	174.0
hsa04261	Target_Hypergeom	0.338	175.0
hsa04540	Target_NonCentral	0.012	175.0
hsa04260	Target_NonCentral	0.046	175.0
hsa04650	Target_NonCentral	0.035	175.0
hsa04962	Target_NonCentral	0.021	175.0
hsa05332	Target_NonCentral	0.155	176.0
hsa03410	Target_NonCentral	0.113	176.0
hsa04710	Target_Hypergeom	0.343	176.0
hsa04978	Target_NonCentral	0.037	176.0
hsa04970	Target_NonCentral	0.022	177.0
hsa05340	Target_Hypergeom	0.341	177.0
hsa04120	Target_NonCentral	0.026	177.0
hsa05010	Target_NonCentral	0.039	177.0
hsa03320	Target_NonCentral	0.21	177.5
hsa02010	Target_NonCentral	0.038	177.5
hsa04270	Target_NonCentral	0.03	178.0
hsa01040	Target_NonCentral	0.048	178.5
hsa01523	Target_NonCentral	0.023	178.5
hsa05100	Target_NonCentral	0.011	179.0
hsa04150	Target_Hypergeom	0.293	179.0
hsa05030	Target_Hypergeom	0.292	179.0
hsa04924	Target_Hypergeom	0.227	180.0
hsa04918	Target_Hypergeom	0.26	180.0
hsa04140	Target_NonCentral	0.035	180.0
hsa04914	Target_NonCentral	0.046	180.0
hsa00270	Target_NonCentral	0.032	180.5
hsa01230	Target_NonCentral	0.143	181.0
hsa03450	Target_NonCentral	0.049	181.0
hsa04710	Target_NonCentral	0.176	181.0
hsa04623	Target_Hypergeom	0.358	182.0
hsa00250	Target_NonCentral	0.079	182.0
hsa00440	Target_NonCentral	0.052	182.5
hsa04622	Target_NonCentral	0.054	182.5
hsa04141	Target_NonCentral	0.04	183.5
hsa00790	Target_NonCentral	0.065	184.0
hsa05022	Target_NonCentral	0.031	184.0
hsa03018	Target_NonCentral	0.045	184.5
hsa03410	Target_Hypergeom	0.357	185.0
hsa01212	Target_NonCentral	0.067	185.0
hsa04114	Target_NonCentral	0.049	185.0
hsa02010	Target_Hypergeom	0.239	185.0
hsa00053	Target_NonCentral	0.148	186.0
hsa00310	Target_NonCentral	0.031	186.0
hsa00532	Target_NonCentral	0.045	186.0
hsa04923	Target_Hypergeom	0.219	186.5
hsa00240	Target_NonCentral	0.052	186.5
hsa00051	Target_NonCentral	0.101	187.0
hsa04540	Target_Hypergeom	0.201	187.0
hsa00590	Target_NonCentral	0.032	187.5
hsa00640	Target_NonCentral	0.072	188.5
hsa00830	Target_NonCentral	0.191	189.0
hsa00770	Target_NonCentral	0.051	189.0
hsa05208	Target_NonCentral	0.01	190.0
hsa03440	Target_NonCentral	0.106	190.5
hsa04080	Target_NonCentral	0.135	190.5
hsa05032	Target_NonCentral	0.032	191.0
hsa04973	Target_Hypergeom	0.187	192.0
hsa04932	Target_NonCentral	0.015	192.0
hsa00040	Target_NonCentral	0.137	192.0
hsa04726	Target_NonCentral	0.016	192.0
hsa04340	Target_NonCentral	0.014	193.0
hsa04070	Target_Hypergeom	0.189	193.0
hsa04972	Target_NonCentral	0.007	193.0
hsa05204	Target_NonCentral	0.16	193.0
hsa04114	Target_Hypergeom	0.195	194.0
hsa04392	Target_NonCentral	0.027	194.0
hsa00330	Target_NonCentral	0.004	195.0
hsa00010	Target_Hypergeom	0.282	195.25
hsa04725	TFs_Hypergeom	0.09	195.5
hsa00980	Target_NonCentral	0.19	195.5
hsa00564	Target_NonCentral	0.049	195.5
hsa05034	TFs_Hypergeom	0.011	196.0
hsa03460	Target_NonCentral	0.027	197.0
hsa00232	Target_NonCentral	0.013	197.0
hsa04714	TFs_Hypergeom	0.009	197.0
hsa04066	TFs_Hypergeom	0.096	197.0
hsa05219	TFs_Hypergeom	0.091	197.25
hsa05217	TFs_Hypergeom	0.096	197.5
hsa04920	TFs_Hypergeom	0.096	197.5
hsa00071	Target_NonCentral	0.057	197.5
hsa05218	TFs_Hypergeom	0.099	198.0
hsa04340	Target_Hypergeom	0.125	198.0
hsa00524	Target_Hypergeom	0.209	198.0
hsa04012	TFs_Hypergeom	0.103	199.0
hsa05415	TFs_Hypergeom	0.015	199.0
hsa00982	Target_NonCentral	0.189	199.0
hsa05022	TFs_Hypergeom	0.0	199.5
hsa05010	TFs_Hypergeom	0.002	199.5
hsa05211	TFs_Hypergeom	0.093	200.0
hsa01100	Target_NonCentral	0.091	200.0
hsa04713	Target_Hypergeom	0.157	200.0
hsa00380	Target_NonCentral	0.025	200.0
hsa05012	TFs_Hypergeom	0.013	200.5
hsa04120	Target_Hypergeom	0.128	201.0
hsa05142	TFs_Hypergeom	0.054	201.0
hsa05130	TFs_Hypergeom	0.003	201.0
hsa03022	Target_NonCentral	0.011	201.0
hsa04964	Target_Hypergeom	0.1	201.5
hsa05231	TFs_Hypergeom	0.057	201.5
hsa04728	Target_Hypergeom	0.112	202.0
hsa00561	Target_NonCentral	0.016	202.0
hsa05145	TFs_Hypergeom	0.055	202.25
hsa04142	Target_NonCentral	0.049	202.5
hsa04145	Target_Hypergeom	0.299	203.0
hsa04612	TFs_Hypergeom	0.069	203.0
hsa00360	Target_NonCentral	0.014	203.0
hsa00480	Target_NonCentral	0.009	203.5
hsa04064	TFs_Hypergeom	0.078	203.5
hsa05134	TFs_Hypergeom	0.071	203.5
hsa05214	TFs_Hypergeom	0.058	203.75
hsa04710	TFs_Hypergeom	0.08	204.0
hsa04912	TFs_Hypergeom	0.065	204.5
hsa04720	Target_Hypergeom	0.109	205.0
hsa03440	Target_Hypergeom	0.167	205.0
hsa04977	Target_NonCentral	0.002	205.0
hsa05110	Target_NonCentral	0.02	205.5
hsa00120	Target_NonCentral	0.042	205.5
hsa03320	TFs_Hypergeom	0.063	205.5
hsa05014	TFs_Hypergeom	0.002	205.5
hsa00051	Target_Hypergeom	0.195	205.5
hsa05206	Target_NonCentral	0.033	205.5
hsa04141	TFs_Hypergeom	0.019	206.0
hsa05120	TFs_Hypergeom	0.023	206.0
hsa04622	TFs_Hypergeom	0.029	206.0
hsa04962	TFs_Hypergeom	0.033	206.0
hsa04071	TFs_Hypergeom	0.025	206.0
