annotation_id	typeOfAnalysis	p_times	ranking
R-HSA-9675126	Target_Hypergeom	0.854	135.25
R-HSA-597592	TFs_Hypergeom	0.052	136.0
R-HSA-2559583	TFs_Hypergeom	0.272	136.0
R-HSA-168898	Target_Hypergeom	0.808	136.0
R-HSA-8866910	Target_Hypergeom	0.843	136.25
R-HSA-937061	TFs_Hypergeom	0.211	137.5
R-HSA-166166	TFs_Hypergeom	0.211	137.5
R-HSA-168256	TFs_Hypergeom	0.033	138.0
R-HSA-392499	TFs_Hypergeom	0.043	138.0
R-HSA-157118	TFs_Hypergeom	0.207	138.5
R-HSA-2173796	TFs_Hypergeom	0.45	138.5
R-HSA-2122947	Target_Hypergeom	0.83	140.0
R-HSA-1538133	Target_Hypergeom	0.717	141.0
R-HSA-9012999	Target_Hypergeom	0.78	142.5
R-HSA-1643685	TFs_Hypergeom	0.029	142.5
R-HSA-168176	TFs_Hypergeom	0.181	143.0
R-HSA-975871	TFs_Hypergeom	0.181	143.0
R-HSA-168142	TFs_Hypergeom	0.181	143.0
R-HSA-556833	TFs_Hypergeom	0.05	146.0
R-HSA-2426168	TFs_Hypergeom	0.178	147.0
R-HSA-76005	Target_Hypergeom	0.813	147.0
R-HSA-9006936	TFs_Hypergeom	0.198	147.25
R-HSA-975138	TFs_Hypergeom	0.181	147.75
R-HSA-3700989	TFs_Hypergeom	0.09	148.0
R-HSA-975155	TFs_Hypergeom	0.181	149.5
R-HSA-6806003	Target_Hypergeom	0.809	149.75
R-HSA-1257604	TFs_Hypergeom	0.109	150.0
R-HSA-3700989	Target_Hypergeom	0.767	150.5
R-HSA-168181	TFs_Hypergeom	0.181	151.5
R-HSA-9617828	Target_Hypergeom	0.815	152.25
R-HSA-983231	TFs_Hypergeom	0.218	153.5
R-HSA-166016	TFs_Hypergeom	0.211	154.0
R-HSA-9006925	TFs_Hypergeom	0.077	155.0
R-HSA-168138	TFs_Hypergeom	0.181	155.25
R-HSA-3000171	Target_Hypergeom	0.787	156.0
R-HSA-5617472	TFs_Hypergeom	0.18	156.75
R-HSA-5619507	TFs_Hypergeom	0.18	156.75
R-HSA-166520	Target_Hypergeom	0.799	157.0
R-HSA-1592230	TFs_Hypergeom	0.137	157.75
R-HSA-109606	Target_Hypergeom	0.763	158.0
R-HSA-2173793	TFs_Hypergeom	0.158	158.0
R-HSA-8878171	Target_Hypergeom	0.868	159.0
R-HSA-166016	Target_Hypergeom	0.778	159.0
R-HSA-6804757	Target_Hypergeom	0.783	159.0
R-HSA-168898	TFs_Hypergeom	0.211	159.75
R-HSA-1655829	TFs_Hypergeom	0.134	159.75
R-HSA-168188	TFs_Hypergeom	0.181	160.0
R-HSA-166058	TFs_Hypergeom	0.181	160.0
R-HSA-2262752	Target_Hypergeom	0.75	161.0
R-HSA-114608	Target_Hypergeom	0.79	161.25
R-HSA-8939236	TFs_Hypergeom	0.194	162.5
R-HSA-9615017	Target_Hypergeom	0.77	162.5
R-HSA-1430728	TFs_Hypergeom	0.0	164.0
R-HSA-181438	TFs_Hypergeom	0.181	164.0
R-HSA-168179	TFs_Hypergeom	0.181	164.0
R-HSA-8877330	Target_Hypergeom	0.799	164.5
R-HSA-194315	Target_Hypergeom	0.737	165.0
R-HSA-381119	TFs_Hypergeom	0.154	165.0
R-HSA-5684996	Target_Hypergeom	0.844	165.0
R-HSA-8934593	Target_Hypergeom	0.885	166.0
R-HSA-202733	Target_Hypergeom	0.733	168.0
R-HSA-8953897	Target_Hypergeom	0.745	169.0
R-HSA-453279	TFs_Hypergeom	0.173	169.25
R-HSA-111453	Target_Hypergeom	0.762	170.25
R-HSA-512988	Target_Hypergeom	0.788	171.0
R-HSA-8951936	Target_Hypergeom	0.846	172.0
R-HSA-5688426	TFs_Hypergeom	0.067	172.5
R-HSA-1980143	Target_Hypergeom	0.779	172.5
R-HSA-6804114	Target_Hypergeom	0.721	173.5
R-HSA-9716542	Target_Hypergeom	0.728	173.5
R-HSA-168249	TFs_Hypergeom	0.01	175.0
R-HSA-451927	Target_Hypergeom	0.775	175.25
R-HSA-69278	TFs_Hypergeom	0.034	177.0
R-HSA-2219530	Target_Hypergeom	0.768	178.0
R-HSA-109582	TFs_Hypergeom	0.019	179.0
R-HSA-9013149	Target_Hypergeom	0.754	179.0
R-HSA-8957322	TFs_Hypergeom	0.152	181.0
R-HSA-9013026	Target_Hypergeom	0.755	181.25
R-HSA-8951430	Target_Hypergeom	0.788	181.25
R-HSA-1640170	TFs_Hypergeom	0.005	181.5
R-HSA-2173796	Target_Hypergeom	0.834	181.75
R-HSA-170834	TFs_Hypergeom	0.144	186.25
R-HSA-4839726	TFs_Hypergeom	0.045	186.5
R-HSA-3247509	TFs_Hypergeom	0.045	186.5
R-HSA-5218859	Target_Hypergeom	0.675	186.5
R-HSA-8862803	Target_Hypergeom	0.735	187.5
R-HSA-8863678	Target_Hypergeom	0.735	187.5
R-HSA-69206	Target_Hypergeom	0.667	188.0
R-HSA-5674400	Target_Hypergeom	0.755	189.25
R-HSA-9031628	Target_Hypergeom	0.731	189.75
R-HSA-204998	Target_Hypergeom	0.76	190.0
R-HSA-9018519	Target_Hypergeom	0.808	191.5
R-HSA-195721	TFs_Hypergeom	0.043	193.0
R-HSA-111465	Target_Hypergeom	0.763	194.0
R-HSA-166166	Target_Hypergeom	0.733	194.5
R-HSA-937061	Target_Hypergeom	0.733	194.5
R-HSA-157118	Target_Hypergeom	0.808	194.5
R-HSA-1852241	TFs_Hypergeom	0.032	197.5
R-HSA-1500931	Target_Hypergeom	0.782	198.5
R-HSA-912526	Target_Hypergeom	0.741	198.75
R-HSA-6806834	Target_Hypergeom	0.758	201.0
R-HSA-8849470	Target_Hypergeom	0.814	201.0
R-HSA-622312	Target_Hypergeom	0.742	202.25
R-HSA-201681	TFs_Hypergeom	0.096	204.0
R-HSA-168164	Target_Hypergeom	0.72	204.25
R-HSA-5673001	Target_Hypergeom	0.769	208.5
R-HSA-8874081	Target_Hypergeom	0.698	209.5
R-HSA-381426	Target_Hypergeom	0.697	209.5
R-HSA-5663205	TFs_Hypergeom	0.007	210.0
R-HSA-2173795	Target_Hypergeom	0.733	210.75
R-HSA-1474228	Target_Hypergeom	0.643	211.0
R-HSA-198725	Target_Hypergeom	0.736	211.0
R-HSA-9682385	Target_Hypergeom	0.79	211.5
R-HSA-193648	Target_Hypergeom	0.7	213.25
R-HSA-5633008	Target_Hypergeom	0.688	215.0
R-HSA-9013106	Target_Hypergeom	0.715	215.25
R-HSA-2644606	Target_Hypergeom	0.731	217.0
R-HSA-9006936	Target_Hypergeom	0.759	217.0
R-HSA-2644602	Target_Hypergeom	0.731	217.0
R-HSA-2894858	Target_Hypergeom	0.731	217.0
R-HSA-2894862	Target_Hypergeom	0.731	217.0
R-HSA-2644603	Target_Hypergeom	0.731	217.0
R-HSA-166058	Target_Hypergeom	0.684	223.0
R-HSA-168188	Target_Hypergeom	0.684	223.0
R-HSA-187037	Target_Hypergeom	0.736	226.0
R-HSA-1433557	Target_Hypergeom	0.679	227.0
R-HSA-168179	Target_Hypergeom	0.682	229.5
R-HSA-181438	Target_Hypergeom	0.682	229.5
R-HSA-3000170	Target_Hypergeom	0.691	229.5
R-HSA-8939246	Target_Hypergeom	0.683	234.25
R-HSA-9614657	Target_Hypergeom	0.683	234.25
R-HSA-168643	Target_Hypergeom	0.677	235.5
R-HSA-8875878	Target_Hypergeom	0.687	235.5
R-HSA-975155	Target_Hypergeom	0.686	239.0
R-HSA-877300	Target_Hypergeom	0.621	240.75
R-HSA-6803211	Target_Hypergeom	0.626	242.0
R-HSA-9012852	Target_Hypergeom	0.682	243.0
R-HSA-1234158	Target_Hypergeom	0.654	244.0
R-HSA-168181	Target_Hypergeom	0.678	247.5
R-HSA-1592389	Target_Hypergeom	0.621	247.75
R-HSA-416482	Target_Hypergeom	0.65	248.0
R-HSA-114452	Target_Hypergeom	0.663	248.75
R-HSA-8853884	Target_Hypergeom	0.731	249.5
R-HSA-69416	Target_Hypergeom	0.61	249.75
R-HSA-5218900	Target_Hypergeom	0.61	249.75
R-HSA-3371378	Target_Hypergeom	0.61	249.75
R-HSA-9703465	Target_Hypergeom	0.708	252.25
R-HSA-75153	Target_Hypergeom	0.683	252.5
R-HSA-1442490	Target_Hypergeom	0.599	252.5
R-HSA-8866911	Target_Hypergeom	0.905	253.0
R-HSA-3000178	Target_Hypergeom	0.648	255.75
R-HSA-168138	Target_Hypergeom	0.662	258.0
R-HSA-201556	Target_Hypergeom	0.709	259.25
R-HSA-9660826	Target_Hypergeom	0.624	262.0
R-HSA-9664424	Target_Hypergeom	0.624	262.0
R-HSA-8957322	Target_Hypergeom	0.612	262.5
R-HSA-975138	Target_Hypergeom	0.645	265.0
R-HSA-140534	Target_Hypergeom	0.609	265.25
R-HSA-9006934	Target_NonCentral	0.274	267.5
R-HSA-69560	Target_Hypergeom	0.845	268.5
R-HSA-69895	Target_Hypergeom	0.845	268.5
R-HSA-2022090	Target_Hypergeom	0.633	270.75
R-HSA-983695	Target_Hypergeom	0.641	271.0
R-HSA-975871	Target_Hypergeom	0.626	271.75
R-HSA-168142	Target_Hypergeom	0.626	271.75
R-HSA-168176	Target_Hypergeom	0.626	271.75
R-HSA-5218921	Target_Hypergeom	0.67	272.0
R-HSA-9607240	Target_Hypergeom	0.633	273.5
R-HSA-1227986	Target_Hypergeom	0.639	277.25
R-HSA-2559582	Target_Hypergeom	0.63	279.5
R-HSA-69202	Target_Hypergeom	0.611	286.0
R-HSA-3769402	Target_Hypergeom	0.619	287.0
R-HSA-198323	Target_Hypergeom	0.589	288.0
R-HSA-8941326	Target_Hypergeom	0.623	292.5
R-HSA-76009	Target_Hypergeom	0.587	297.25
R-HSA-9013404	Target_Hypergeom	0.609	297.5
R-HSA-2029480	Target_Hypergeom	0.611	297.5
R-HSA-4411364	Target_Hypergeom	0.575	297.75
R-HSA-69656	Target_Hypergeom	0.602	299.0
R-HSA-9013148	Target_Hypergeom	0.593	300.0
R-HSA-9630794	Target_Hypergeom	0.588	300.25
R-HSA-9632700	Target_Hypergeom	0.588	300.25
R-HSA-9630747	Target_Hypergeom	0.588	300.25
R-HSA-9632693	Target_Hypergeom	0.588	300.25
R-HSA-9630750	Target_Hypergeom	0.588	300.25
R-HSA-9675132	Target_Hypergeom	0.588	300.25
R-HSA-446728	Target_Hypergeom	0.613	302.5
R-HSA-1362277	Target_Hypergeom	0.574	303.25
R-HSA-162582	Target_NonCentral	0.282	305.0
R-HSA-195399	Target_Hypergeom	0.583	305.25
R-HSA-194313	Target_Hypergeom	0.583	305.25
R-HSA-9616222	Target_Hypergeom	0.628	305.25
R-HSA-9662834	Target_Hypergeom	0.538	309.5
R-HSA-9675108	Target_Hypergeom	0.561	310.5
R-HSA-75892	Target_Hypergeom	0.584	313.0
R-HSA-9703648	Target_Hypergeom	0.626	313.75
R-HSA-2682334	Target_Hypergeom	0.58	320.75
R-HSA-168249	Target_Hypergeom	0.575	321.5
R-HSA-447115	Target_Hypergeom	0.563	324.5
R-HSA-1368082	Target_Hypergeom	0.556	325.0
R-HSA-1368108	Target_Hypergeom	0.583	326.0
R-HSA-6803205	Target_Hypergeom	0.565	326.5
R-HSA-389357	Target_Hypergeom	0.536	327.75
R-HSA-5357769	Target_Hypergeom	0.543	330.25
R-HSA-5633007	Target_Hypergeom	0.554	330.5
R-HSA-5218920	Target_Hypergeom	0.56	331.0
R-HSA-111448	Target_Hypergeom	0.625	336.5
R-HSA-3232118	Target_Hypergeom	0.551	340.75
R-HSA-350054	Target_Hypergeom	0.546	342.0
R-HSA-9013408	Target_Hypergeom	0.553	342.25
R-HSA-2559580	Target_Hypergeom	0.524	342.5
R-HSA-114604	Target_Hypergeom	0.556	343.0
R-HSA-8957275	Target_Hypergeom	0.537	343.0
R-HSA-5689896	Target_Hypergeom	0.561	344.0
R-HSA-174824	Target_Hypergeom	0.515	346.0
R-HSA-418885	Target_Hypergeom	0.574	346.25
R-HSA-354192	Target_Hypergeom	0.549	346.75
R-HSA-982772	Target_Hypergeom	0.533	352.25
R-HSA-2173782	Target_Hypergeom	0.517	355.0
R-HSA-3928665	Target_Hypergeom	0.54	355.5
R-HSA-913531	Target_Hypergeom	0.527	356.5
R-HSA-2426168	Target_Hypergeom	0.511	357.75
R-HSA-2129379	Target_Hypergeom	0.519	358.5
R-HSA-448706	Target_Hypergeom	0.493	358.75
R-HSA-9702518	Target_Hypergeom	0.543	358.75
R-HSA-9705462	Target_Hypergeom	0.523	359.75
R-HSA-6803204	Target_Hypergeom	0.516	360.0
R-HSA-1566948	Target_Hypergeom	0.52	361.0
R-HSA-1059683	Target_Hypergeom	0.511	362.5
R-HSA-844455	Target_Hypergeom	0.548	363.0
R-HSA-5620971	Target_Hypergeom	0.535	363.25
R-HSA-373760	Target_Hypergeom	0.501	363.5
R-HSA-139915	Target_Hypergeom	0.507	364.0
R-HSA-1251932	Target_Hypergeom	0.609	366.5
R-HSA-9024446	Target_Hypergeom	0.515	367.5
R-HSA-2980767	Target_Hypergeom	0.511	368.0
R-HSA-211897	Target_Hypergeom	0.497	368.5
R-HSA-8986944	Target_Hypergeom	0.526	369.5
R-HSA-8952158	Target_Hypergeom	0.569	370.0
R-HSA-844456	Target_Hypergeom	0.514	370.5
R-HSA-186712	Target_Hypergeom	0.52	371.75
R-HSA-389356	Target_Hypergeom	0.498	372.25
R-HSA-373755	Target_Hypergeom	0.505	373.0
R-HSA-69242	Target_Hypergeom	0.496	373.0
R-HSA-9013508	Target_Hypergeom	0.509	375.5
R-HSA-8940973	Target_Hypergeom	0.503	377.0
R-HSA-5660668	Target_Hypergeom	0.504	380.5
R-HSA-525793	Target_Hypergeom	0.501	381.0
R-HSA-211976	Target_Hypergeom	0.492	382.25
R-HSA-877312	Target_Hypergeom	0.513	383.25
R-HSA-8939256	Target_Hypergeom	0.549	383.25
R-HSA-450294	Target_Hypergeom	0.495	385.25
R-HSA-186797	Target_Hypergeom	0.475	386.25
R-HSA-177929	Target_Hypergeom	0.484	388.25
R-HSA-168928	Target_Hypergeom	0.481	389.5
R-HSA-75205	Target_Hypergeom	0.512	389.75
R-HSA-1236394	Target_Hypergeom	0.462	394.25
R-HSA-1474290	Target_Hypergeom	0.475	395.5
R-HSA-9020558	Target_Hypergeom	0.487	396.5
R-HSA-9669938	Target_Hypergeom	0.463	398.0
R-HSA-9670439	Target_Hypergeom	0.463	398.0
R-HSA-9658195	Target_Hypergeom	0.464	398.5
R-HSA-69205	Target_Hypergeom	0.499	400.25
R-HSA-2871796	Target_Hypergeom	0.477	402.0
R-HSA-9674555	Target_Hypergeom	0.477	402.75
R-HSA-1433559	Target_Hypergeom	0.479	404.5
R-HSA-186763	Target_Hypergeom	0.469	405.75
R-HSA-8943724	Target_Hypergeom	0.473	413.25
R-HSA-9020591	Target_Hypergeom	0.476	415.0
R-HSA-168898	Target_NonCentral	0.189	417.5
R-HSA-2151201	Target_Hypergeom	0.441	418.5
R-HSA-9013423	Target_Hypergeom	0.454	418.5
R-HSA-5213460	Target_Hypergeom	0.478	419.25
R-HSA-5675482	Target_Hypergeom	0.478	419.25
R-HSA-264870	Target_Hypergeom	0.452	419.5
R-HSA-1839117	Target_Hypergeom	0.461	422.75
R-HSA-3928662	Target_Hypergeom	0.462	423.5
R-HSA-8876384	Target_Hypergeom	0.445	425.0
R-HSA-452723	Target_Hypergeom	0.442	425.75
R-HSA-8964026	Target_Hypergeom	0.526	428.25
R-HSA-8963901	Target_Hypergeom	0.449	428.75
R-HSA-210990	Target_Hypergeom	0.465	429.5
R-HSA-388841	Target_Hypergeom	0.447	431.0
R-HSA-2428933	Target_Hypergeom	0.413	432.75
R-HSA-166016	Target_NonCentral	0.176	434.0
R-HSA-450282	Target_Hypergeom	0.433	434.5
R-HSA-8963899	Target_Hypergeom	0.464	435.0
R-HSA-9665348	Target_Hypergeom	0.446	436.5
R-HSA-8875513	Target_Hypergeom	0.53	438.25
R-HSA-9018678	Target_Hypergeom	0.452	438.5
R-HSA-445989	Target_Hypergeom	0.441	439.0
R-HSA-9723907	Target_Hypergeom	0.225	439.0
R-HSA-9723905	Target_Hypergeom	0.225	439.0
R-HSA-2871809	Target_Hypergeom	0.44	439.25
R-HSA-166520	Target_NonCentral	0.121	440.0
R-HSA-448424	Target_Hypergeom	0.418	441.75
R-HSA-422475	Target_Hypergeom	0.439	442.0
R-HSA-446107	Target_Hypergeom	0.361	442.5
R-HSA-6804754	Target_Hypergeom	0.327	444.0
R-HSA-9013695	Target_Hypergeom	0.428	445.75
R-HSA-193639	Target_Hypergeom	0.425	446.5
R-HSA-2173788	Target_Hypergeom	0.416	449.75
R-HSA-372708	Target_Hypergeom	0.427	451.75
R-HSA-3134963	Target_Hypergeom	0.426	453.25
R-HSA-446353	Target_Hypergeom	0.419	456.25
R-HSA-75157	Target_Hypergeom	0.505	457.5
R-HSA-6804760	Target_Hypergeom	0.419	458.0
R-HSA-68911	Target_Hypergeom	0.501	461.0
R-HSA-8963888	Target_Hypergeom	0.422	461.5
R-HSA-9018677	Target_Hypergeom	0.435	462.0
R-HSA-8931987	Target_Hypergeom	0.42	464.5
R-HSA-69615	Target_Hypergeom	0.399	466.0
R-HSA-381042	Target_Hypergeom	0.42	466.25
R-HSA-1655829	Target_Hypergeom	0.424	466.25
R-HSA-2173789	Target_Hypergeom	0.388	467.5
R-HSA-180292	Target_Hypergeom	0.42	467.75
R-HSA-69273	Target_Hypergeom	0.444	468.0
R-HSA-430116	Target_Hypergeom	0.399	468.5
R-HSA-380994	Target_Hypergeom	0.398	469.75
R-HSA-9027604	Target_Hypergeom	0.202	471.0
R-HSA-1566977	Target_Hypergeom	0.447	471.0
R-HSA-3000471	Target_Hypergeom	0.475	471.25
R-HSA-9029558	Target_Hypergeom	0.413	471.5
R-HSA-9675108	Target_NonCentral	0.184	471.5
R-HSA-168188	Target_NonCentral	0.136	472.0
R-HSA-109582	Target_NonCentral	0.164	472.0
R-HSA-166058	Target_NonCentral	0.136	472.0
R-HSA-209560	Target_Hypergeom	0.392	473.25
R-HSA-5579030	Target_Hypergeom	0.202	473.25
R-HSA-9619665	Target_Hypergeom	0.421	474.25
R-HSA-3304349	Target_Hypergeom	0.403	474.25
R-HSA-9664422	Target_Hypergeom	0.393	474.5
R-HSA-9664407	Target_Hypergeom	0.393	474.5
R-HSA-9664417	Target_Hypergeom	0.393	474.5
R-HSA-8963898	Target_Hypergeom	0.446	475.75
R-HSA-9006335	Target_Hypergeom	0.403	475.75
R-HSA-6802957	Target_Hypergeom	0.371	476.5
R-HSA-399956	Target_Hypergeom	0.388	477.25
R-HSA-168179	Target_NonCentral	0.139	478.0
R-HSA-181438	Target_NonCentral	0.139	478.0
R-HSA-8939243	Target_Hypergeom	0.39	480.25
R-HSA-9632697	Target_Hypergeom	0.303	480.25
R-HSA-9630791	Target_Hypergeom	0.303	480.25
R-HSA-1250196	Target_Hypergeom	0.355	484.0
R-HSA-4641265	Target_Hypergeom	0.413	484.0
R-HSA-4419969	Target_Hypergeom	0.403	484.25
R-HSA-983705	Target_Hypergeom	0.38	484.5
R-HSA-8939245	Target_Hypergeom	0.437	485.5
R-HSA-202733	Target_NonCentral	0.151	486.0
R-HSA-354194	Target_Hypergeom	0.389	486.0
R-HSA-9662361	Target_Hypergeom	0.385	486.0
R-HSA-3304356	Target_Hypergeom	0.43	486.5
R-HSA-3656532	Target_Hypergeom	0.43	486.5
R-HSA-975634	Target_Hypergeom	0.407	489.0
R-HSA-3000480	Target_Hypergeom	0.379	489.5
R-HSA-5663202	Target_NonCentral	0.126	491.5
R-HSA-418990	Target_Hypergeom	0.362	491.5
R-HSA-187037	Target_NonCentral	0.11	492.0
R-HSA-8856828	Target_Hypergeom	0.356	494.0
R-HSA-556833	Target_Hypergeom	0.415	494.0
R-HSA-9013149	Target_NonCentral	0.196	494.5
R-HSA-5579029	Target_Hypergeom	0.399	495.5
R-HSA-5682113	Target_Hypergeom	0.289	497.25
R-HSA-9725370	Target_Hypergeom	0.362	497.5
R-HSA-9700206	Target_Hypergeom	0.362	497.5
R-HSA-2179392	Target_Hypergeom	0.32	498.0
R-HSA-881907	Target_Hypergeom	0.357	498.25
R-HSA-6804759	Target_Hypergeom	0.402	500.25
R-HSA-933542	Target_Hypergeom	0.373	501.75
R-HSA-156711	Target_Hypergeom	0.432	501.75
R-HSA-389513	Target_Hypergeom	0.373	502.0
R-HSA-9013148	Target_NonCentral	0.194	502.5
R-HSA-166166	Target_NonCentral	0.154	503.5
R-HSA-937061	Target_NonCentral	0.154	503.5
R-HSA-8875791	Target_Hypergeom	0.389	504.0
R-HSA-8980692	Target_NonCentral	0.202	506.0
R-HSA-69580	Target_Hypergeom	0.358	507.5
R-HSA-69563	Target_Hypergeom	0.358	507.5
R-HSA-198725	Target_NonCentral	0.119	508.0
R-HSA-450341	Target_Hypergeom	0.299	509.0
R-HSA-9013106	Target_NonCentral	0.141	510.0
R-HSA-8876493	Target_Hypergeom	0.323	512.25
R-HSA-112409	Target_Hypergeom	0.362	512.75
R-HSA-8939247	Target_Hypergeom	0.451	515.0
R-HSA-9022707	Target_Hypergeom	0.454	516.25
R-HSA-9701898	Target_Hypergeom	0.355	516.25
R-HSA-3304351	Target_Hypergeom	0.348	516.75
R-HSA-5602358	Target_Hypergeom	0.377	518.5
R-HSA-5260271	Target_Hypergeom	0.377	518.5
R-HSA-445144	Target_Hypergeom	0.356	520.0
R-HSA-975155	Target_NonCentral	0.114	520.5
R-HSA-9679506	Target_Hypergeom	0.344	521.5
R-HSA-168138	Target_NonCentral	0.123	522.0
R-HSA-114508	Target_Hypergeom	0.339	523.0
R-HSA-6802952	Target_Hypergeom	0.345	524.0
R-HSA-975138	Target_NonCentral	0.115	524.5
R-HSA-210745	Target_Hypergeom	0.369	524.5
R-HSA-168181	Target_NonCentral	0.114	526.0
R-HSA-1433557	Target_NonCentral	0.095	528.5
R-HSA-392154	Target_Hypergeom	0.316	529.25
R-HSA-9012999	Target_NonCentral	0.197	530.5
R-HSA-1251985	Target_Hypergeom	0.352	530.5
R-HSA-8849473	Target_Hypergeom	0.442	531.0
R-HSA-8964043	Target_Hypergeom	0.407	531.5
