annotation_id	typeOfAnalysis	p_times	ranking
WP2526	TFs_Hypergeom	0.155	130.5
WP4496	Target_Hypergeom	0.893	130.5
WP2037	TFs_Hypergeom	0.346	130.75
WP3599	Target_Hypergeom	0.914	132.0
WP254	TFs_Hypergeom	0.341	132.5
WP45	TFs_Hypergeom	0.259	133.0
WP2858	TFs_Hypergeom	0.167	133.25
WP4482	Target_Hypergeom	0.925	133.25
WP205	Target_Hypergeom	0.96	133.75
WP5087	TFs_Hypergeom	0.13	134.0
WP2036	Target_Hypergeom	0.883	134.25
WP3892	Target_Hypergeom	0.897	135.0
WP4216	TFs_Hypergeom	0.299	135.25
WP75	Target_Hypergeom	0.831	136.0
WP2032	TFs_Hypergeom	0.264	136.25
WP619	TFs_Hypergeom	0.175	136.25
WP5053	TFs_Hypergeom	0.266	136.5
WP4925	Target_Hypergeom	0.926	136.5
WP1449	Target_Hypergeom	0.841	136.75
WP304	TFs_Hypergeom	0.255	137.0
WP5097	TFs_Hypergeom	0.231	137.0
WP3967	TFs_Hypergeom	0.155	137.5
WP364	Target_Hypergeom	0.873	138.5
WP4239	TFs_Hypergeom	0.14	139.0
WP364	TFs_Hypergeom	0.175	139.0
WP4585	TFs_Hypergeom	0.137	139.25
WP4970	Target_NonCentral	0.168	140.0
WP2203	Target_Hypergeom	0.92	140.0
WP4478	Target_Hypergeom	0.811	140.5
WP2839	TFs_Hypergeom	0.137	141.0
WP585	TFs_Hypergeom	0.228	141.0
WP304	Target_Hypergeom	0.939	141.5
WP2380	Target_Hypergeom	0.931	142.0
WP4658	Target_NonCentral	0.249	143.0
WP5115	TFs_Hypergeom	0.183	143.0
WP4300	Target_Hypergeom	0.93	143.0
WP4685	TFs_Hypergeom	0.275	143.75
WP3858	TFs_Hypergeom	0.133	144.0
WP314	Target_Hypergeom	0.884	144.0
WP408	Target_Hypergeom	0.932	145.25
WP4263	TFs_Hypergeom	0.289	145.25
WP3611	Target_NonCentral	0.18	146.0
WP382	Target_Hypergeom	0.916	146.0
WP4787	TFs_Hypergeom	0.167	146.0
WP306	Target_NonCentral	0.171	146.5
WP3594	Target_Hypergeom	0.904	147.0
WP363	Target_Hypergeom	0.947	147.0
WP4255	TFs_Hypergeom	0.257	147.25
WP3584	TFs_Hypergeom	0.27	147.5
WP3680	Target_Hypergeom	0.935	147.5
WP4172	Target_NonCentral	0.244	148.0
WP4155	TFs_Hypergeom	0.216	148.5
WP1982	TFs_Hypergeom	0.257	148.75
WP127	Target_Hypergeom	0.954	149.25
WP2406	TFs_Hypergeom	0.19	150.0
WP5097	Target_Hypergeom	0.914	150.0
WP363	TFs_Hypergeom	0.191	150.0
WP400	TFs_Hypergeom	0.125	150.5
WP3658	Target_Hypergeom	0.928	151.0
WP289	Target_Hypergeom	0.908	152.5
WP2878	Target_Hypergeom	0.898	152.75
WP4141	Target_Hypergeom	0.892	152.75
WP179	TFs_Hypergeom	0.142	153.75
WP2870	Target_Hypergeom	0.882	154.0
WP231	Target_Hypergeom	0.825	154.0
WP530	Target_NonCentral	0.263	154.0
WP4674	TFs_Hypergeom	0.251	154.5
WP4540	Target_Hypergeom	0.899	154.5
WP4481	Target_Hypergeom	0.873	154.5
WP2873	TFs_Hypergeom	0.163	154.75
WP3303	TFs_Hypergeom	0.213	155.25
WP3646	Target_NonCentral	0.158	155.5
WP3611	TFs_Hypergeom	0.172	155.5
WP5094	Target_NonCentral	0.2	156.0
WP236	Target_NonCentral	0.208	158.0
WP5115	Target_NonCentral	0.311	158.0
WP2332	TFs_Hypergeom	0.135	158.75
WP2839	Target_Hypergeom	0.914	159.0
WP4969	Target_Hypergeom	0.812	159.0
WP4258	TFs_Hypergeom	0.259	159.5
WP2064	Target_Hypergeom	0.881	159.5
WP4522	Target_Hypergeom	0.796	160.0
WP4658	TFs_Hypergeom	0.238	160.25
WP2324	Target_NonCentral	0.139	160.5
WP2840	Target_Hypergeom	0.913	161.0
WP3995	Target_Hypergeom	0.899	161.75
WP2029	TFs_Hypergeom	0.142	162.0
WP23	Target_NonCentral	0.162	162.0
WP4864	Target_Hypergeom	0.825	162.0
WP61	Target_Hypergeom	0.912	162.0
WP4217	Target_Hypergeom	0.889	162.0
WP4559	Target_Hypergeom	0.822	162.75
WP2380	Target_NonCentral	0.171	163.0
WP3651	TFs_Hypergeom	0.203	163.0
WP5083	TFs_Hypergeom	0.072	163.25
WP2431	TFs_Hypergeom	0.112	165.0
WP2881	Target_Hypergeom	0.867	166.25
WP3859	Target_Hypergeom	0.855	166.5
WP4673	Target_Hypergeom	0.918	166.75
WP2261	Target_NonCentral	0.143	167.0
WP4659	Target_NonCentral	0.147	167.0
WP4396	TFs_Hypergeom	0.076	167.5
WP474	TFs_Hypergeom	0.196	167.5
WP4808	TFs_Hypergeom	0.196	167.5
WP2112	TFs_Hypergeom	0.134	167.75
WP673	Target_Hypergeom	0.922	168.0
WP313	Target_Hypergeom	0.877	168.0
WP34	Target_Hypergeom	0.893	169.25
WP2637	TFs_Hypergeom	0.133	169.5
WP5098	TFs_Hypergeom	0.206	169.75
WP2848	Target_Hypergeom	0.86	170.25
WP3932	TFs_Hypergeom	0.027	171.0
WP2586	Target_NonCentral	0.144	171.0
WP3931	TFs_Hypergeom	0.097	171.5
WP4674	Target_NonCentral	0.149	172.0
WP4493	Target_Hypergeom	0.801	172.75
WP2374	Target_NonCentral	0.155	173.0
WP430	Target_Hypergeom	0.723	174.0
WP428	TFs_Hypergeom	0.129	175.0
WP2880	Target_Hypergeom	0.859	175.75
WP1403	Target_Hypergeom	0.802	176.0
WP4336	TFs_Hypergeom	0.192	177.0
WP3617	Target_NonCentral	0.34	177.0
WP1971	Target_NonCentral	0.248	177.5
WP2880	TFs_Hypergeom	0.176	177.5
WP3612	Target_Hypergeom	0.857	179.5
WP4756	TFs_Hypergeom	0.139	180.0
WP615	TFs_Hypergeom	0.164	180.75
WP4172	TFs_Hypergeom	0.015	181.0
WP712	Target_Hypergeom	0.911	181.0
WP4673	TFs_Hypergeom	0.045	182.5
WP3657	Target_Hypergeom	0.848	182.5
WP4217	TFs_Hypergeom	0.046	183.0
WP481	TFs_Hypergeom	0.038	183.5
WP4949	TFs_Hypergeom	0.167	184.5
WP299	Target_Hypergeom	0.794	184.5
WP4746	TFs_Hypergeom	0.158	185.0
WP4540	TFs_Hypergeom	0.181	185.0
WP3872	Target_Hypergeom	0.779	186.0
WP3601	Target_Hypergeom	0.686	186.25
WP2431	Target_NonCentral	0.165	187.0
WP4541	Target_NonCentral	0.121	187.5
WP2877	Target_NonCentral	0.164	188.0
WP4564	Target_Hypergeom	0.882	188.0
WP2526	Target_Hypergeom	0.846	188.0
WP673	TFs_Hypergeom	0.175	188.0
WP5063	Target_Hypergeom	0.793	189.75
WP2355	Target_NonCentral	0.108	190.5
WP3888	Target_NonCentral	0.103	191.5
WP4754	Target_NonCentral	0.226	192.0
WP3678	Target_Hypergeom	0.821	193.75
WP437	Target_NonCentral	0.115	194.0
WP5092	Target_Hypergeom	0.737	194.0
WP4823	Target_Hypergeom	0.75	195.0
WP366	Target_NonCentral	0.088	195.5
WP61	TFs_Hypergeom	0.142	196.75
WP710	Target_NonCentral	0.157	197.0
WP395	Target_NonCentral	0.116	197.0
WP3929	Target_Hypergeom	0.769	197.0
WP4241	Target_Hypergeom	0.799	197.0
WP3981	TFs_Hypergeom	0.135	197.25
WP3594	Target_NonCentral	0.176	197.5
WP4329	TFs_Hypergeom	0.128	197.5
WP4495	Target_Hypergeom	0.81	199.0
WP4480	Target_Hypergeom	0.805	199.25
WP4396	Target_Hypergeom	0.77	199.25
WP4149	Target_NonCentral	0.105	199.5
WP1449	TFs_Hypergeom	0.029	199.75
WP2858	Target_Hypergeom	0.778	200.0
WP4844	Target_Hypergeom	0.789	200.75
WP3969	Target_Hypergeom	0.828	202.0
WP4155	Target_NonCentral	0.143	202.0
WP2037	Target_NonCentral	0.116	202.0
WP129	Target_Hypergeom	0.724	202.25
WP2815	Target_NonCentral	0.142	204.0
WP4565	Target_Hypergeom	0.837	204.25
WP3929	TFs_Hypergeom	0.031	204.5
WP5098	Target_NonCentral	0.127	206.0
WP4357	Target_Hypergeom	0.763	206.0
WP1544	Target_Hypergeom	0.775	206.0
WP4666	Target_NonCentral	0.148	206.5
WP3850	Target_Hypergeom	0.84	207.0
WP2814	Target_NonCentral	0.109	207.5
WP2011	Target_Hypergeom	0.757	207.5
WP304	Target_NonCentral	0.066	209.0
WP69	Target_NonCentral	0.167	209.0
WP4298	Target_NonCentral	0.121	209.0
WP3981	Target_Hypergeom	0.85	209.0
WP5110	Target_Hypergeom	0.679	209.0
WP4806	Target_NonCentral	0.091	209.5
WP4560	Target_Hypergeom	0.807	210.5
WP3624	Target_NonCentral	0.193	211.0
WP2328	Target_NonCentral	0.22	211.5
WP4787	Target_NonCentral	0.131	212.0
WP4223	TFs_Hypergeom	0.025	212.0
WP4484	Target_NonCentral	0.116	212.5
WP2874	Target_Hypergeom	0.673	212.75
WP3998	Target_Hypergeom	0.793	214.0
WP4746	Target_NonCentral	0.14	214.0
WP4494	Target_NonCentral	0.189	215.5
WP51	Target_NonCentral	0.121	216.0
WP1984	Target_NonCentral	0.196	216.5
WP3640	Target_NonCentral	0.057	216.5
WP2446	TFs_Hypergeom	0.135	216.5
WP4871	Target_Hypergeom	0.764	216.75
WP2018	Target_NonCentral	0.1	217.0
WP262	Target_Hypergeom	0.69	217.25
WP3678	Target_NonCentral	0.099	218.0
WP4698	Target_Hypergeom	0.72	219.75
WP2118	Target_NonCentral	0.082	220.0
WP5055	Target_NonCentral	0.17	220.0
WP170	Target_NonCentral	0.109	220.0
WP4808	Target_NonCentral	0.108	220.5
WP474	Target_NonCentral	0.108	220.5
WP5053	Target_Hypergeom	0.708	221.0
WP2034	Target_NonCentral	0.14	221.0
WP4534	Target_Hypergeom	0.747	221.0
WP4483	Target_Hypergeom	0.785	221.5
WP3972	Target_Hypergeom	0.731	222.0
WP481	Target_Hypergeom	0.756	222.0
WP1528	Target_Hypergeom	0.758	222.25
WP75	TFs_Hypergeom	0.117	223.0
WP2203	Target_NonCentral	0.09	223.0
WP3959	Target_Hypergeom	0.673	224.0
WP2828	Target_NonCentral	0.052	224.5
WP127	Target_NonCentral	0.038	225.0
WP2507	Target_Hypergeom	0.693	225.5
WP706	Target_NonCentral	0.098	226.0
WP4136	Target_NonCentral	0.139	227.0
WP244	Target_NonCentral	0.09	227.5
WP4874	Target_Hypergeom	0.731	228.0
WP2583	Target_Hypergeom	0.716	229.0
WP4262	Target_NonCentral	0.128	229.0
WP1434	Target_Hypergeom	0.661	229.25
WP3672	Target_Hypergeom	0.803	229.5
WP2516	Target_NonCentral	0.208	229.5
WP2848	Target_NonCentral	0.085	230.0
WP560	Target_NonCentral	0.055	230.5
WP4216	Target_NonCentral	0.157	230.5
WP3935	Target_Hypergeom	0.671	231.0
WP3931	Target_NonCentral	0.103	232.0
WP254	Target_NonCentral	0.22	232.0
WP4331	Target_NonCentral	0.083	232.0
WP428	Target_Hypergeom	0.73	232.0
WP5036	Target_Hypergeom	0.678	232.25
WP3599	Target_NonCentral	0.131	232.5
WP4217	Target_NonCentral	0.146	232.5
WP2332	Target_NonCentral	0.103	233.0
WP399	Target_NonCentral	0.067	233.0
WP2526	Target_NonCentral	0.08	233.5
WP4823	Target_NonCentral	0.103	234.0
WP382	Target_NonCentral	0.096	234.0
WP1539	Target_NonCentral	0.074	234.0
WP3929	Target_NonCentral	0.155	234.0
WP4816	Target_NonCentral	0.061	234.0
WP3651	Target_NonCentral	0.055	234.5
WP98	Target_Hypergeom	0.702	234.75
WP3614	Target_NonCentral	0.208	235.0
WP49	Target_NonCentral	0.045	235.0
WP4211	Target_Hypergeom	0.699	235.25
WP3892	Target_NonCentral	0.1	235.5
WP585	Target_NonCentral	0.086	236.0
WP481	Target_NonCentral	0.068	236.0
WP707	Target_NonCentral	0.227	237.0
WP4258	Target_Hypergeom	0.704	237.0
WP185	Target_Hypergeom	0.665	237.0
WP2795	Target_Hypergeom	0.69	238.0
WP4341	Target_NonCentral	0.066	240.0
WP4008	Target_Hypergeom	0.661	241.0
WP4561	Target_Hypergeom	0.699	241.0
WP138	Target_NonCentral	0.115	241.0
WP2864	Target_NonCentral	0.093	242.0
WP1742	Target_NonCentral	0.077	242.0
WP3287	Target_NonCentral	0.045	242.0
WP61	Target_NonCentral	0.074	242.5
WP2817	Target_NonCentral	0.058	243.0
WP1541	Target_NonCentral	0.069	243.0
WP3851	Target_Hypergeom	0.654	243.0
WP2572	Target_NonCentral	0.069	244.0
WP3941	Target_Hypergeom	0.677	244.0
WP391	Target_NonCentral	0.126	244.0
WP4919	Target_Hypergeom	0.664	244.5
WP51	Target_Hypergeom	0.661	244.5
WP4239	Target_Hypergeom	0.661	245.0
WP2839	Target_NonCentral	0.04	245.5
WP3584	Target_Hypergeom	0.683	245.5
WP3915	Target_NonCentral	0.093	246.0
WP516	Target_Hypergeom	0.679	246.0
WP176	Target_NonCentral	0.12	246.0
WP2118	Target_Hypergeom	0.648	247.5
WP185	Target_NonCentral	0.064	247.5
WP428	Target_NonCentral	0.058	247.5
WP2406	Target_Hypergeom	0.646	247.75
WP4523	Target_Hypergeom	0.584	247.75
WP4206	Target_Hypergeom	0.639	248.0
WP4790	Target_Hypergeom	0.686	248.0
WP4342	Target_Hypergeom	0.753	248.0
WP286	Target_NonCentral	0.078	248.0
WP4539	Target_NonCentral	0.09	248.5
WP3630	Target_Hypergeom	0.61	248.75
WP4657	TFs_Hypergeom	0.019	249.0
WP4255	Target_NonCentral	0.114	250.0
WP3303	Target_NonCentral	0.077	251.0
WP5111	Target_Hypergeom	0.602	251.25
WP2849	Target_NonCentral	0.068	252.0
WP364	Target_NonCentral	0.124	252.0
WP4540	Target_NonCentral	0.083	253.0
WP3972	Target_NonCentral	0.086	253.0
WP231	Target_NonCentral	0.145	253.0
WP179	Target_NonCentral	0.243	253.0
WP2875	Target_NonCentral	0.176	254.0
WP363	Target_NonCentral	0.048	254.0
WP3942	Target_Hypergeom	0.598	254.0
WP2032	Target_NonCentral	0.051	254.5
WP453	Target_NonCentral	0.094	254.5
WP2806	Target_NonCentral	0.093	255.0
WP4928	Target_Hypergeom	0.679	255.25
WP1533	Target_NonCentral	0.118	255.5
WP4564	Target_NonCentral	0.044	256.0
WP3	Target_Hypergeom	0.623	256.25
WP75	Target_NonCentral	0.167	256.5
WP3893	Target_NonCentral	0.133	256.5
WP5121	Target_Hypergeom	0.677	256.75
WP4932	Target_NonCentral	0.072	257.0
WP4239	Target_NonCentral	0.076	257.0
WP5109	Target_Hypergeom	0.569	258.0
WP3658	Target_NonCentral	0.072	258.5
WP5088	Target_NonCentral	0.263	258.5
WP3915	Target_Hypergeom	0.612	260.0
WP4538	Target_NonCentral	0.077	260.0
WP2853	Target_NonCentral	0.067	260.5
WP2882	Target_NonCentral	0.148	260.5
WP2643	Target_Hypergeom	0.588	261.0
WP4016	Target_Hypergeom	0.551	261.0
WP2876	Target_NonCentral	0.201	261.5
WP53	Target_NonCentral	0.122	261.5
WP4141	Target_NonCentral	0.052	261.5
WP3845	Target_NonCentral	0.074	261.5
WP4963	Target_Hypergeom	0.605	262.0
WP5072	Target_Hypergeom	0.59	262.0
WP2857	Target_Hypergeom	0.613	262.25
WP53	Target_Hypergeom	0.555	263.0
WP3931	Target_Hypergeom	0.585	263.0
WP195	Target_Hypergeom	0.615	263.0
WP4146	Target_Hypergeom	0.547	263.5
WP4925	Target_NonCentral	0.06	263.5
WP1403	Target_NonCentral	0.095	263.5
WP2035	Target_NonCentral	0.057	263.5
WP4879	Target_NonCentral	0.077	264.0
WP4566	Target_NonCentral	0.072	264.0
WP4585	Target_Hypergeom	0.586	264.0
WP5122	Target_Hypergeom	0.588	265.0
WP2858	Target_NonCentral	0.076	265.0
WP4565	Target_NonCentral	0.033	265.0
WP3668	Target_Hypergeom	0.566	265.5
WP4891	Target_NonCentral	0.194	265.5
WP1591	Target_NonCentral	0.036	265.5
WP2038	Target_Hypergeom	0.607	266.0
WP4756	Target_NonCentral	0.085	266.5
WP410	Target_NonCentral	0.155	266.5
WP2875	Target_Hypergeom	0.558	266.5
WP5039	Target_NonCentral	0.252	267.0
WP4482	Target_NonCentral	0.048	268.0
WP4018	Target_NonCentral	0.196	268.0
WP3996	Target_NonCentral	0.047	268.5
WP2865	Target_NonCentral	0.045	268.5
WP5124	Target_NonCentral	0.068	268.5
WP2637	Target_Hypergeom	0.593	268.5
WP4204	Target_Hypergeom	0.584	268.75
WP3982	Target_Hypergeom	0.564	269.0
WP3844	Target_Hypergeom	0.57	269.0
WP4462	Target_NonCentral	0.163	269.0
WP1449	Target_NonCentral	0.139	269.0
WP2406	Target_NonCentral	0.039	269.5
WP98	Target_NonCentral	0.046	269.5
WP3668	Target_NonCentral	0.051	269.5
WP5044	Target_Hypergeom	0.591	270.0
WP1541	Target_Hypergeom	0.567	270.75
WP3657	Target_NonCentral	0.046	271.0
WP4191	Target_Hypergeom	0.592	271.25
WP4535	Target_Hypergeom	0.579	272.0
WP4357	Target_NonCentral	0.031	272.0
WP4206	Target_NonCentral	0.06	272.0
WP4263	Target_NonCentral	0.106	272.0
WP581	Target_Hypergeom	0.559	272.5
WP4478	Target_NonCentral	0.099	272.5
WP2873	Target_NonCentral	0.088	273.0
WP3844	Target_NonCentral	0.054	273.0
WP4329	Target_Hypergeom	0.547	273.0
WP4538	Target_Hypergeom	0.564	273.0
WP5102	Target_Hypergeom	0.561	273.25
WP3676	Target_NonCentral	0.052	273.5
WP4336	Target_NonCentral	0.048	274.5
WP585	Target_Hypergeom	0.547	275.25
WP4304	Target_Hypergeom	0.573	275.25
WP2038	Target_NonCentral	0.037	275.5
WP2880	Target_NonCentral	0.051	275.5
WP2036	Target_NonCentral	0.152	276.0
WP4337	Target_Hypergeom	0.563	276.0
WP4961	Target_Hypergeom	0.546	277.0
WP1772	Target_NonCentral	0.171	277.0
WP4542	Target_NonCentral	0.051	277.5
WP2853	Target_Hypergeom	0.539	278.0
WP2064	Target_NonCentral	0.126	278.0
WP5112	Target_Hypergeom	0.525	279.0
WP4496	Target_NonCentral	0.049	279.5
WP3996	Target_Hypergeom	0.541	279.5
WP241	Target_NonCentral	0.041	280.0
WP1982	Target_Hypergeom	0.513	280.5
WP5072	Target_NonCentral	0.073	281.0
WP4582	Target_NonCentral	0.073	281.0
WP1584	Target_NonCentral	0.051	281.5
WP384	Target_Hypergeom	0.533	281.75
WP314	Target_NonCentral	0.091	283.0
WP4479	Target_Hypergeom	0.536	283.0
WP4842	Target_NonCentral	0.078	283.0
WP4241	Target_NonCentral	0.056	283.5
WP322	Target_Hypergeom	0.543	283.5
WP4186	Target_Hypergeom	0.506	283.5
WP712	Target_NonCentral	0.02	283.5
WP3613	Target_Hypergeom	0.517	284.0
WP289	Target_NonCentral	0.038	284.0
WP4880	Target_NonCentral	0.184	284.0
WP3680	Target_NonCentral	0.035	284.5
WP322	Target_NonCentral	0.064	284.5
WP2813	Target_NonCentral	0.005	285.0
WP4205	Target_Hypergeom	0.546	285.0
WP3584	Target_NonCentral	0.042	285.5
WP4868	Target_NonCentral	0.238	285.5
WP3863	Target_NonCentral	0.063	285.5
WP3995	Target_NonCentral	0.043	286.0
WP408	Target_NonCentral	0.019	286.0
WP3298	Target_NonCentral	0.106	286.5
WP4884	Target_Hypergeom	0.515	286.5
WP3878	Target_NonCentral	0.08	287.0
