annotation_id	typeOfAnalysis	p_times	ranking
R-HSA-8864260	Target_Hypergeom	0.8	87.0
R-HSA-2219528	Target_Hypergeom	0.776	90.5
R-HSA-194138	Target_Hypergeom	0.805	91.0
R-HSA-76002	Target_Hypergeom	0.793	93.0
R-HSA-392499	TFs_Hypergeom	0.032	95.0
R-HSA-1257604	Target_Hypergeom	0.776	96.0
R-HSA-168256	TFs_Hypergeom	0.049	96.0
R-HSA-6785807	TFs_Hypergeom	0.191	96.0
R-HSA-9006925	Target_Hypergeom	0.786	97.0
R-HSA-6783783	Target_Hypergeom	0.65	98.0
R-HSA-597592	TFs_Hypergeom	0.024	98.0
R-HSA-9006934	TFs_Hypergeom	0.134	98.0
R-HSA-9018519	TFs_Hypergeom	0.2	99.75
R-HSA-1266738	Target_Hypergeom	0.793	102.0
R-HSA-3108232	Target_Hypergeom	0.739	104.0
R-HSA-73887	Target_Hypergeom	0.749	105.0
R-HSA-1643685	TFs_Hypergeom	0.031	105.0
R-HSA-8941855	Target_Hypergeom	0.745	112.0
R-HSA-4420097	Target_Hypergeom	0.753	114.0
R-HSA-2990846	Target_Hypergeom	0.722	115.0
R-HSA-383280	Target_Hypergeom	0.735	116.75
R-HSA-9006927	Target_Hypergeom	0.73	117.25
R-HSA-8848021	Target_Hypergeom	0.73	117.25
R-HSA-1989781	TFs_Hypergeom	0.162	118.5
R-HSA-2173793	Target_Hypergeom	0.782	119.0
R-HSA-400206	TFs_Hypergeom	0.162	119.5
R-HSA-2559585	Target_Hypergeom	0.664	119.75
R-HSA-9616222	TFs_Hypergeom	0.191	124.5
R-HSA-8878166	Target_Hypergeom	0.721	130.0
R-HSA-5683057	Target_Hypergeom	0.757	130.5
R-HSA-5663202	TFs_Hypergeom	0.156	132.5
R-HSA-5357801	Target_Hypergeom	0.661	132.5
R-HSA-9687139	Target_Hypergeom	0.682	136.5
R-HSA-453279	Target_Hypergeom	0.633	141.25
R-HSA-556833	TFs_Hypergeom	0.028	143.0
R-HSA-4090294	Target_Hypergeom	0.688	143.25
R-HSA-109581	Target_Hypergeom	0.666	144.5
R-HSA-8951430	Target_Hypergeom	0.751	145.5
R-HSA-381340	Target_Hypergeom	0.692	145.75
R-HSA-9675126	Target_Hypergeom	0.659	147.25
R-HSA-170834	Target_Hypergeom	0.732	148.5
R-HSA-400253	Target_Hypergeom	0.683	150.0
R-HSA-400206	Target_Hypergeom	0.686	150.0
R-HSA-6804116	Target_Hypergeom	0.648	150.75
R-HSA-1989781	Target_Hypergeom	0.675	151.5
R-HSA-1430728	TFs_Hypergeom	0.0	152.0
R-HSA-2559583	Target_Hypergeom	0.646	153.5
R-HSA-199418	Target_Hypergeom	0.656	154.5
R-HSA-9012999	Target_Hypergeom	0.614	164.0
R-HSA-8878171	Target_Hypergeom	0.671	168.0
R-HSA-8866911	Target_Hypergeom	0.74	168.75
R-HSA-8951936	Target_Hypergeom	0.73	168.75
R-HSA-6811558	Target_Hypergeom	0.633	170.0
R-HSA-8934593	Target_Hypergeom	0.694	174.0
R-HSA-6791312	Target_Hypergeom	0.58	174.75
R-HSA-8980692	Target_Hypergeom	0.606	175.5
R-HSA-8866910	Target_Hypergeom	0.628	178.25
R-HSA-9018519	Target_Hypergeom	0.66	181.0
R-HSA-193704	Target_Hypergeom	0.627	183.0
R-HSA-2173796	Target_Hypergeom	0.664	184.5
R-HSA-9707616	Target_Hypergeom	0.631	187.25
R-HSA-5684996	Target_Hypergeom	0.646	188.0
R-HSA-194315	Target_Hypergeom	0.577	191.5
R-HSA-2122947	Target_Hypergeom	0.61	192.75
R-HSA-8877330	Target_Hypergeom	0.602	195.25
R-HSA-9716542	Target_Hypergeom	0.566	196.0
R-HSA-9617828	Target_Hypergeom	0.591	197.75
R-HSA-111453	Target_Hypergeom	0.627	200.75
R-HSA-157118	Target_Hypergeom	0.634	201.5
R-HSA-109606	Target_Hypergeom	0.568	202.25
R-HSA-3700989	Target_Hypergeom	0.545	209.0
R-HSA-451927	Target_Hypergeom	0.558	209.5
R-HSA-76005	Target_Hypergeom	0.58	212.0
R-HSA-2262752	Target_Hypergeom	0.545	216.0
R-HSA-6806003	Target_Hypergeom	0.56	216.5
R-HSA-216083	Target_Hypergeom	0.535	216.5
R-HSA-5674400	Target_Hypergeom	0.548	218.25
R-HSA-69895	Target_Hypergeom	0.563	221.0
R-HSA-69560	Target_Hypergeom	0.563	221.0
R-HSA-9013026	Target_Hypergeom	0.571	222.0
R-HSA-166520	Target_Hypergeom	0.581	222.75
R-HSA-9013149	Target_Hypergeom	0.547	224.0
R-HSA-168898	Target_Hypergeom	0.556	225.5
R-HSA-8953897	Target_Hypergeom	0.531	227.0
R-HSA-9682385	Target_Hypergeom	0.586	227.0
R-HSA-2219530	Target_Hypergeom	0.57	227.5
R-HSA-1538133	Target_Hypergeom	0.502	228.25
R-HSA-512988	Target_Hypergeom	0.571	228.75
R-HSA-8849470	Target_Hypergeom	0.576	229.0
R-HSA-114608	Target_Hypergeom	0.552	231.25
R-HSA-6804757	Target_Hypergeom	0.535	231.25
R-HSA-622312	Target_Hypergeom	0.538	231.5
R-HSA-1980143	Target_Hypergeom	0.555	232.0
R-HSA-3000171	Target_Hypergeom	0.553	232.5
R-HSA-9006936	Target_Hypergeom	0.599	235.0
R-HSA-166016	Target_Hypergeom	0.556	239.5
R-HSA-1500931	Target_Hypergeom	0.534	240.5
R-HSA-5673001	Target_Hypergeom	0.555	241.5
R-HSA-9615017	Target_Hypergeom	0.543	244.5
R-HSA-8853884	Target_Hypergeom	0.568	250.0
R-HSA-2559582	Target_Hypergeom	0.517	256.5
R-HSA-111465	Target_Hypergeom	0.538	257.0
R-HSA-9703465	Target_Hypergeom	0.509	259.25
R-HSA-2173795	Target_Hypergeom	0.497	260.75
R-HSA-912526	Target_Hypergeom	0.521	262.5
R-HSA-9616222	Target_Hypergeom	0.518	264.5
R-HSA-162582	Target_NonCentral	0.256	265.0
R-HSA-69202	Target_Hypergeom	0.491	265.25
R-HSA-204998	Target_Hypergeom	0.513	265.5
R-HSA-9031628	Target_Hypergeom	0.5	268.0
R-HSA-6806834	Target_Hypergeom	0.503	273.25
R-HSA-2644603	Target_Hypergeom	0.502	274.0
R-HSA-2644606	Target_Hypergeom	0.502	274.0
R-HSA-2644602	Target_Hypergeom	0.502	274.0
R-HSA-2894858	Target_Hypergeom	0.502	274.0
R-HSA-2894862	Target_Hypergeom	0.502	274.0
R-HSA-193648	Target_Hypergeom	0.492	275.0
R-HSA-69656	Target_Hypergeom	0.481	277.0
R-HSA-8874081	Target_Hypergeom	0.496	278.75
R-HSA-168164	Target_Hypergeom	0.491	279.0
R-HSA-202733	Target_Hypergeom	0.487	279.25
R-HSA-1474228	Target_Hypergeom	0.473	280.0
R-HSA-166166	Target_Hypergeom	0.499	280.25
R-HSA-937061	Target_Hypergeom	0.499	280.25
R-HSA-201556	Target_Hypergeom	0.509	281.0
R-HSA-8863678	Target_Hypergeom	0.49	284.0
R-HSA-8862803	Target_Hypergeom	0.49	284.0
R-HSA-9013106	Target_Hypergeom	0.485	286.5
R-HSA-187037	Target_Hypergeom	0.477	288.5
R-HSA-198725	Target_Hypergeom	0.496	288.75
R-HSA-2022090	Target_Hypergeom	0.459	288.75
R-HSA-69206	Target_Hypergeom	0.478	289.75
R-HSA-114452	Target_Hypergeom	0.478	292.25
R-HSA-8875878	Target_Hypergeom	0.483	292.75
R-HSA-6804114	Target_Hypergeom	0.446	293.25
R-HSA-381426	Target_Hypergeom	0.472	293.5
R-HSA-9703648	Target_Hypergeom	0.445	293.75
R-HSA-8939246	Target_Hypergeom	0.499	295.75
R-HSA-168643	Target_Hypergeom	0.455	296.25
R-HSA-844455	Target_Hypergeom	0.331	296.5
R-HSA-5633008	Target_Hypergeom	0.479	297.0
R-HSA-1433557	Target_Hypergeom	0.455	301.5
R-HSA-3000170	Target_Hypergeom	0.471	308.0
R-HSA-75153	Target_Hypergeom	0.449	308.5
R-HSA-5218859	Target_Hypergeom	0.457	310.75
R-HSA-1592389	Target_Hypergeom	0.463	312.0
R-HSA-166058	Target_Hypergeom	0.452	317.0
R-HSA-168188	Target_Hypergeom	0.452	317.0
R-HSA-198323	Target_Hypergeom	0.445	317.5
R-HSA-168179	Target_Hypergeom	0.454	318.5
R-HSA-181438	Target_Hypergeom	0.454	318.5
R-HSA-975155	Target_Hypergeom	0.441	319.0
R-HSA-5218921	Target_Hypergeom	0.433	321.25
R-HSA-416482	Target_Hypergeom	0.451	321.5
R-HSA-168181	Target_Hypergeom	0.432	324.0
R-HSA-1442490	Target_Hypergeom	0.446	324.0
R-HSA-9702518	Target_Hypergeom	0.478	328.25
R-HSA-9632693	Target_Hypergeom	0.307	329.0
R-HSA-9675132	Target_Hypergeom	0.307	329.0
R-HSA-9630794	Target_Hypergeom	0.307	329.0
R-HSA-9630747	Target_Hypergeom	0.307	329.0
R-HSA-9630750	Target_Hypergeom	0.307	329.0
R-HSA-9632700	Target_Hypergeom	0.307	329.0
R-HSA-168138	Target_Hypergeom	0.43	329.5
R-HSA-877300	Target_Hypergeom	0.47	332.0
R-HSA-9006934	Target_NonCentral	0.221	334.0
R-HSA-4411364	Target_Hypergeom	0.462	338.75
R-HSA-3000178	Target_Hypergeom	0.432	339.5
R-HSA-9012852	Target_Hypergeom	0.438	340.0
R-HSA-1227986	Target_Hypergeom	0.42	340.0
R-HSA-195399	Target_Hypergeom	0.492	341.25
R-HSA-194313	Target_Hypergeom	0.492	341.25
R-HSA-1234158	Target_Hypergeom	0.471	347.25
R-HSA-975138	Target_Hypergeom	0.409	347.75
R-HSA-9607240	Target_Hypergeom	0.423	348.25
R-HSA-168176	Target_Hypergeom	0.398	348.5
R-HSA-975871	Target_Hypergeom	0.398	348.5
R-HSA-168142	Target_Hypergeom	0.398	348.5
R-HSA-9013148	Target_Hypergeom	0.428	349.5
R-HSA-983695	Target_Hypergeom	0.438	354.0
R-HSA-1368108	Target_Hypergeom	0.423	356.0
R-HSA-1251932	Target_Hypergeom	0.294	359.25
R-HSA-9664424	Target_Hypergeom	0.423	360.0
R-HSA-9660826	Target_Hypergeom	0.423	360.0
R-HSA-2029480	Target_Hypergeom	0.41	361.5
R-HSA-1362277	Target_Hypergeom	0.378	366.5
R-HSA-9662834	Target_Hypergeom	0.447	366.5
R-HSA-9614657	Target_Hypergeom	0.423	367.75
R-HSA-446728	Target_Hypergeom	0.399	371.75
R-HSA-2682334	Target_Hypergeom	0.383	372.0
R-HSA-9027604	Target_Hypergeom	0.233	378.5
R-HSA-8939256	Target_Hypergeom	0.349	380.75
R-HSA-2559580	Target_Hypergeom	0.368	382.75
R-HSA-9013404	Target_Hypergeom	0.385	385.0
R-HSA-168249	Target_Hypergeom	0.38	386.0
R-HSA-9675108	Target_Hypergeom	0.351	387.5
R-HSA-3769402	Target_Hypergeom	0.36	391.5
R-HSA-3232118	Target_Hypergeom	0.379	392.5
R-HSA-5218920	Target_Hypergeom	0.376	392.75
R-HSA-9013149	Target_NonCentral	0.218	393.5
R-HSA-6804754	Target_Hypergeom	0.281	393.5
R-HSA-111448	Target_Hypergeom	0.345	396.0
R-HSA-9013408	Target_Hypergeom	0.364	396.75
R-HSA-452723	Target_Hypergeom	0.333	397.75
R-HSA-5689896	Target_Hypergeom	0.381	400.0
R-HSA-350054	Target_Hypergeom	0.376	404.0
R-HSA-76009	Target_Hypergeom	0.39	405.0
R-HSA-69416	Target_Hypergeom	0.429	406.0
R-HSA-3371378	Target_Hypergeom	0.429	406.0
R-HSA-5218900	Target_Hypergeom	0.429	406.0
R-HSA-6803211	Target_Hypergeom	0.428	406.25
R-HSA-373760	Target_Hypergeom	0.345	407.0
R-HSA-373755	Target_Hypergeom	0.34	407.5
R-HSA-75205	Target_Hypergeom	0.415	408.0
R-HSA-8952158	Target_Hypergeom	0.311	408.5
R-HSA-8941326	Target_Hypergeom	0.375	408.75
R-HSA-1474290	Target_Hypergeom	0.382	410.0
R-HSA-9012999	Target_NonCentral	0.251	411.0
R-HSA-8957322	Target_Hypergeom	0.399	412.5
R-HSA-109582	Target_NonCentral	0.187	414.0
R-HSA-447115	Target_Hypergeom	0.381	414.0
R-HSA-114604	Target_Hypergeom	0.366	415.25
R-HSA-5620971	Target_Hypergeom	0.364	416.0
R-HSA-9658195	Target_Hypergeom	0.335	416.0
R-HSA-6803205	Target_Hypergeom	0.357	416.25
R-HSA-3928665	Target_Hypergeom	0.328	418.5
R-HSA-8931987	Target_Hypergeom	0.286	422.75
R-HSA-9723905	Target_Hypergeom	0.505	423.25
R-HSA-9723907	Target_Hypergeom	0.505	423.25
R-HSA-354192	Target_Hypergeom	0.347	423.75
R-HSA-9013148	Target_NonCentral	0.212	424.0
R-HSA-8875513	Target_Hypergeom	0.31	424.5
R-HSA-389357	Target_Hypergeom	0.34	425.75
R-HSA-8980692	Target_NonCentral	0.233	427.5
R-HSA-8986944	Target_Hypergeom	0.32	428.0
R-HSA-525793	Target_Hypergeom	0.346	431.0
R-HSA-75892	Target_Hypergeom	0.37	431.5
R-HSA-140534	Target_Hypergeom	0.391	432.0
R-HSA-1368082	Target_Hypergeom	0.33	432.25
R-HSA-1566948	Target_Hypergeom	0.344	432.25
R-HSA-2129379	Target_Hypergeom	0.332	433.0
R-HSA-2871796	Target_Hypergeom	0.316	433.25
R-HSA-418885	Target_Hypergeom	0.346	433.5
R-HSA-139915	Target_Hypergeom	0.39	440.75
R-HSA-8943724	Target_Hypergeom	0.309	441.5
R-HSA-211976	Target_Hypergeom	0.339	442.5
R-HSA-1059683	Target_Hypergeom	0.376	443.0
R-HSA-446107	Target_Hypergeom	0.325	446.75
R-HSA-166520	Target_NonCentral	0.119	449.0
R-HSA-9020558	Target_Hypergeom	0.362	451.25
R-HSA-9705462	Target_Hypergeom	0.34	453.25
R-HSA-9665348	Target_Hypergeom	0.297	454.0
R-HSA-8939247	Target_Hypergeom	0.207	455.0
R-HSA-8957275	Target_Hypergeom	0.338	455.0
R-HSA-177929	Target_Hypergeom	0.308	455.0
R-HSA-186763	Target_Hypergeom	0.302	455.25
R-HSA-5633007	Target_Hypergeom	0.331	455.5
R-HSA-69615	Target_Hypergeom	0.329	456.75
R-HSA-1236394	Target_Hypergeom	0.307	460.75
R-HSA-211897	Target_Hypergeom	0.355	463.25
R-HSA-982772	Target_Hypergeom	0.341	463.75
R-HSA-186797	Target_Hypergeom	0.305	465.75
R-HSA-9013106	Target_NonCentral	0.149	466.0
R-HSA-450294	Target_Hypergeom	0.287	466.0
R-HSA-3304349	Target_Hypergeom	0.268	466.25
R-HSA-422475	Target_Hypergeom	0.292	467.0
R-HSA-2173788	Target_Hypergeom	0.28	467.25
R-HSA-5357769	Target_Hypergeom	0.366	467.25
R-HSA-69242	Target_Hypergeom	0.363	469.5
R-HSA-9013508	Target_Hypergeom	0.315	469.5
R-HSA-8940973	Target_Hypergeom	0.311	472.75
R-HSA-3304356	Target_Hypergeom	0.236	473.5
R-HSA-3656532	Target_Hypergeom	0.236	473.5
R-HSA-264870	Target_Hypergeom	0.316	474.0
R-HSA-166016	Target_NonCentral	0.132	475.5
R-HSA-9020591	Target_Hypergeom	0.325	475.75
R-HSA-389356	Target_Hypergeom	0.343	477.0
R-HSA-1280218	Target_NonCentral	0.157	477.0
R-HSA-450341	Target_Hypergeom	0.27	477.25
R-HSA-844456	Target_Hypergeom	0.32	477.5
R-HSA-9013423	Target_Hypergeom	0.315	479.0
R-HSA-9674555	Target_Hypergeom	0.329	479.25
R-HSA-8939245	Target_Hypergeom	0.274	479.75
R-HSA-69580	Target_Hypergeom	0.309	479.75
R-HSA-69563	Target_Hypergeom	0.309	479.75
R-HSA-8941333	Target_Hypergeom	0.128	483.5
R-HSA-2428933	Target_Hypergeom	0.307	484.0
R-HSA-450282	Target_Hypergeom	0.259	484.5
R-HSA-8939242	Target_Hypergeom	0.267	485.25
R-HSA-9664422	Target_Hypergeom	0.243	485.75
R-HSA-9664417	Target_Hypergeom	0.243	485.75
R-HSA-9664407	Target_Hypergeom	0.243	485.75
R-HSA-76002	Target_NonCentral	0.097	487.0
R-HSA-8876384	Target_Hypergeom	0.241	487.25
R-HSA-202733	Target_NonCentral	0.184	487.5
R-HSA-5663202	Target_NonCentral	0.104	489.0
R-HSA-2426168	Target_Hypergeom	0.311	490.25
R-HSA-9025094	Target_Hypergeom	0.108	490.5
R-HSA-9018683	Target_Hypergeom	0.108	490.5
R-HSA-168898	Target_NonCentral	0.15	491.5
R-HSA-2871809	Target_Hypergeom	0.282	493.25
R-HSA-9018679	Target_Hypergeom	0.25	493.75
R-HSA-877312	Target_Hypergeom	0.341	494.0
R-HSA-2179392	Target_Hypergeom	0.315	495.0
R-HSA-6803204	Target_Hypergeom	0.347	495.0
R-HSA-186712	Target_Hypergeom	0.291	495.5
R-HSA-913531	Target_Hypergeom	0.382	495.5
R-HSA-187577	Target_Hypergeom	0.258	496.5
R-HSA-9670439	Target_Hypergeom	0.289	498.25
R-HSA-9669938	Target_Hypergeom	0.289	498.25
R-HSA-2173789	Target_Hypergeom	0.269	498.25
R-HSA-3304351	Target_Hypergeom	0.255	498.5
R-HSA-388396	Target_Hypergeom	0.312	499.0
R-HSA-5660668	Target_Hypergeom	0.313	501.75
R-HSA-5688426	Target_Hypergeom	0.294	502.0
R-HSA-8857538	Target_Hypergeom	0.297	504.25
R-HSA-187037	Target_NonCentral	0.097	504.5
R-HSA-2173782	Target_Hypergeom	0.333	506.25
R-HSA-2980767	Target_Hypergeom	0.325	508.75
R-HSA-388841	Target_Hypergeom	0.285	509.75
R-HSA-168928	Target_Hypergeom	0.313	510.0
R-HSA-8939243	Target_Hypergeom	0.3	510.0
R-HSA-2151201	Target_Hypergeom	0.254	510.25
R-HSA-8964026	Target_Hypergeom	0.236	510.75
R-HSA-5675482	Target_Hypergeom	0.319	511.25
R-HSA-5213460	Target_Hypergeom	0.319	511.25
R-HSA-1566977	Target_Hypergeom	0.259	513.5
R-HSA-1433559	Target_Hypergeom	0.276	513.5
R-HSA-3656534	Target_Hypergeom	0.222	514.0
R-HSA-448424	Target_Hypergeom	0.251	514.25
R-HSA-9716542	Target_NonCentral	0.182	516.5
R-HSA-6802957	Target_Hypergeom	0.219	517.0
R-HSA-448706	Target_Hypergeom	0.346	517.5
R-HSA-388841	Target_NonCentral	0.142	518.0
R-HSA-1839117	Target_Hypergeom	0.264	519.5
R-HSA-9024446	Target_Hypergeom	0.327	522.0
R-HSA-2151201	Target_NonCentral	0.107	523.0
R-HSA-3928662	Target_Hypergeom	0.274	523.25
R-HSA-73887	Target_NonCentral	0.135	524.0
R-HSA-194315	Target_NonCentral	0.186	524.5
R-HSA-6804760	Target_Hypergeom	0.254	524.5
R-HSA-8856828	Target_Hypergeom	0.233	529.0
R-HSA-9707616	Target_NonCentral	0.1	530.0
R-HSA-5579029	Target_Hypergeom	0.283	533.25
R-HSA-983705	Target_Hypergeom	0.274	533.5
R-HSA-5579030	Target_Hypergeom	0.459	535.5
R-HSA-9013695	Target_Hypergeom	0.267	535.75
R-HSA-3769402	Target_NonCentral	0.093	536.5
R-HSA-8875791	Target_Hypergeom	0.181	536.5
R-HSA-1250196	Target_Hypergeom	0.237	538.25
R-HSA-74751	Target_NonCentral	0.062	539.0
R-HSA-180292	Target_Hypergeom	0.274	539.75
R-HSA-3134963	Target_Hypergeom	0.288	539.75
R-HSA-8849473	Target_Hypergeom	0.228	541.5
R-HSA-9022707	Target_Hypergeom	0.214	541.75
R-HSA-6794362	Target_NonCentral	0.153	542.0
R-HSA-68911	Target_Hypergeom	0.277	543.0
R-HSA-210990	Target_Hypergeom	0.277	543.25
R-HSA-372790	Target_Hypergeom	0.303	544.0
R-HSA-9679506	Target_Hypergeom	0.23	544.0
R-HSA-381042	Target_Hypergeom	0.284	544.5
R-HSA-193639	Target_Hypergeom	0.25	546.0
R-HSA-9711123	Target_Hypergeom	0.215	546.0
R-HSA-9013404	Target_NonCentral	0.133	547.0
R-HSA-446353	Target_Hypergeom	0.248	547.25
R-HSA-201556	Target_NonCentral	0.029	547.5
R-HSA-110056	Target_Hypergeom	0.246	547.75
R-HSA-399956	Target_Hypergeom	0.246	549.25
R-HSA-9662361	Target_Hypergeom	0.267	550.5
R-HSA-9013026	Target_NonCentral	0.113	550.5
R-HSA-556833	Target_Hypergeom	0.29	552.0
R-HSA-881907	Target_Hypergeom	0.224	552.5
R-HSA-445144	Target_Hypergeom	0.254	554.0
R-HSA-9018678	Target_Hypergeom	0.291	554.5
R-HSA-6798695	Target_NonCentral	0.145	556.0
R-HSA-372708	Target_Hypergeom	0.272	556.25
R-HSA-430116	Target_Hypergeom	0.284	556.5
R-HSA-198693	Target_Hypergeom	0.246	558.25
R-HSA-186712	Target_NonCentral	0.129	558.5
R-HSA-2142770	Target_Hypergeom	0.159	559.25
R-HSA-6804759	Target_Hypergeom	0.259	559.75
R-HSA-194138	Target_NonCentral	0.081	560.5
R-HSA-418990	Target_Hypergeom	0.191	560.75
R-HSA-392154	Target_Hypergeom	0.207	561.25
R-HSA-193704	Target_NonCentral	0.103	561.5
R-HSA-1227990	Target_Hypergeom	0.199	561.75
R-HSA-1912422	Target_Hypergeom	0.177	561.75
R-HSA-6811555	Target_Hypergeom	0.189	562.0
R-HSA-9675108	Target_NonCentral	0.145	563.0
R-HSA-209560	Target_Hypergeom	0.231	563.75
R-HSA-8863795	Target_Hypergeom	0.229	564.5
R-HSA-9020933	Target_Hypergeom	0.246	564.5
R-HSA-9664565	Target_Hypergeom	0.176	565.75
R-HSA-418346	Target_Hypergeom	0.18	565.75
R-HSA-9630791	Target_Hypergeom	0.249	566.0
R-HSA-9632697	Target_Hypergeom	0.249	566.0
R-HSA-186797	Target_NonCentral	0.095	566.5
R-HSA-9700206	Target_Hypergeom	0.223	566.5
R-HSA-6802952	Target_Hypergeom	0.203	566.5
R-HSA-9725370	Target_Hypergeom	0.223	566.5
R-HSA-388396	Target_NonCentral	0.122	566.5
R-HSA-1912408	Target_Hypergeom	0.162	566.5
R-HSA-9013408	Target_NonCentral	0.095	567.5
R-HSA-198725	Target_NonCentral	0.088	567.5
R-HSA-983231	Target_Hypergeom	0.187	567.5
R-HSA-211945	Target_Hypergeom	0.273	567.5
R-HSA-9679506	Target_NonCentral	0.08	568.0
R-HSA-181438	Target_NonCentral	0.086	569.0
R-HSA-168179	Target_NonCentral	0.086	569.0
R-HSA-6804758	Target_Hypergeom	0.19	570.5
R-HSA-4641265	Target_Hypergeom	0.275	570.5
R-HSA-9607240	Target_NonCentral	0.071	570.5
R-HSA-937061	Target_NonCentral	0.095	572.0
R-HSA-166166	Target_NonCentral	0.095	572.0
R-HSA-9006335	Target_Hypergeom	0.235	572.0
R-HSA-1592230	Target_NonCentral	0.063	572.5
R-HSA-182971	Target_Hypergeom	0.233	572.75
R-HSA-3000171	Target_NonCentral	0.1	573.0
R-HSA-9679191	Target_Hypergeom	0.182	573.25
R-HSA-1433557	Target_NonCentral	0.07	574.0
R-HSA-2454202	Target_Hypergeom	0.198	574.25
R-HSA-114604	Target_NonCentral	0.109	575.0
R-HSA-4419969	Target_Hypergeom	0.238	575.5
R-HSA-168249	Target_NonCentral	0.145	575.5
R-HSA-1980143	Target_NonCentral	0.084	575.5
R-HSA-372790	Target_NonCentral	0.145	576.0
R-HSA-380994	Target_Hypergeom	0.272	576.5
R-HSA-1474244	Target_NonCentral	0.149	576.5
R-HSA-9006925	Target_NonCentral	0.063	577.0
R-HSA-9617629	Target_Hypergeom	0.233	577.25
R-HSA-1655829	Target_Hypergeom	0.24	577.5
R-HSA-6785631	Target_Hypergeom	0.212	578.25
R-HSA-174824	Target_Hypergeom	0.342	578.5
R-HSA-9701898	Target_Hypergeom	0.252	579.5
R-HSA-5638302	Target_Hypergeom	0.195	580.0
R-HSA-5638303	Target_Hypergeom	0.195	580.0
R-HSA-9013406	Target_NonCentral	0.077	580.0
R-HSA-2871809	Target_NonCentral	0.08	580.5
R-HSA-199418	Target_NonCentral	0.061	580.5
R-HSA-8876493	Target_Hypergeom	0.199	581.25
R-HSA-166058	Target_NonCentral	0.079	581.5
R-HSA-168188	Target_NonCentral	0.079	581.5
R-HSA-9013420	Target_Hypergeom	0.177	582.0
R-HSA-445989	Target_Hypergeom	0.27	582.25
R-HSA-422475	Target_NonCentral	0.129	582.5
R-HSA-446652	Target_Hypergeom	0.237	582.5
R-HSA-8856825	Target_Hypergeom	0.168	583.5
R-HSA-354194	Target_Hypergeom	0.236	583.5
R-HSA-114508	Target_Hypergeom	0.237	583.75
R-HSA-5637815	Target_Hypergeom	0.182	584.0
R-HSA-975155	Target_NonCentral	0.056	584.0
R-HSA-1236382	Target_Hypergeom	0.182	584.0
R-HSA-168138	Target_NonCentral	0.053	584.5
R-HSA-9659379	Target_Hypergeom	0.231	585.25
R-HSA-1963642	Target_Hypergeom	0.187	585.5
R-HSA-168164	Target_NonCentral	0.088	585.5
R-HSA-216083	Target_NonCentral	0.148	585.5
R-HSA-163685	Target_NonCentral	0.076	587.0
R-HSA-8984722	Target_Hypergeom	0.258	587.25
R-HSA-168181	Target_NonCentral	0.055	587.5
R-HSA-203641	Target_Hypergeom	0.211	587.75
R-HSA-186763	Target_NonCentral	0.087	589.0
R-HSA-400253	Target_NonCentral	0.105	590.5
R-HSA-112316	Target_NonCentral	0.136	590.5
R-HSA-9018677	Target_Hypergeom	0.281	590.75
R-HSA-397014	Target_NonCentral	0.078	591.0
R-HSA-9013423	Target_NonCentral	0.088	592.0
R-HSA-8847993	Target_Hypergeom	0.185	593.0
R-HSA-556833	Target_NonCentral	0.164	593.5
