annotation_id	typeOfAnalysis	p_times	ranking
hsa04064	Target_Hypergeom	0.699	74.0
hsa05164	Target_Hypergeom	0.652	74.5
hsa05144	Target_Hypergeom	0.665	75.0
hsa04625	Target_Hypergeom	0.719	75.0
hsa04917	Target_Hypergeom	0.753	76.0
hsa05146	Target_Hypergeom	0.707	76.75
hsa05330	Target_Hypergeom	0.601	80.0
hsa04520	Target_Hypergeom	0.744	82.0
hsa04926	Target_Hypergeom	0.682	82.0
hsa04919	Target_Hypergeom	0.707	84.0
hsa05165	TFs_Hypergeom	0.118	84.5
hsa04810	Target_NonCentral	0.15	85.0
hsa04218	TFs_Hypergeom	0.142	85.0
hsa04660	Target_Hypergeom	0.688	85.0
hsa04015	Target_NonCentral	0.158	85.5
hsa04152	Target_Hypergeom	0.684	86.0
hsa04931	Target_Hypergeom	0.698	86.0
hsa04658	Target_Hypergeom	0.648	87.0
hsa04010	TFs_Hypergeom	0.152	87.5
hsa04310	Target_Hypergeom	0.737	88.0
hsa05152	Target_Hypergeom	0.619	89.0
hsa04915	Target_Hypergeom	0.694	91.0
hsa04514	Target_NonCentral	0.186	91.5
hsa05133	Target_Hypergeom	0.603	91.5
hsa04024	Target_NonCentral	0.128	92.0
hsa05163	TFs_Hypergeom	0.146	94.0
hsa05230	Target_Hypergeom	0.663	95.0
hsa05211	Target_Hypergeom	0.636	97.0
hsa04371	Target_Hypergeom	0.642	97.5
hsa04072	Target_NonCentral	0.119	98.0
hsa04930	Target_NonCentral	0.137	98.5
hsa04919	Target_NonCentral	0.121	99.0
hsa04640	Target_Hypergeom	0.567	99.0
hsa04913	Target_Hypergeom	0.6	99.0
hsa04261	Target_NonCentral	0.117	101.0
hsa04921	Target_Hypergeom	0.634	101.0
hsa04620	Target_Hypergeom	0.583	102.0
hsa05165	Target_NonCentral	0.151	103.0
hsa04062	Target_NonCentral	0.162	103.0
hsa04670	Target_Hypergeom	0.614	104.0
hsa05130	Target_Hypergeom	0.591	104.0
hsa04071	Target_Hypergeom	0.595	105.0
hsa05221	Target_NonCentral	0.091	105.0
hsa04022	Target_NonCentral	0.128	105.0
hsa04151	Target_NonCentral	0.169	106.0
hsa04014	Target_Hypergeom	0.565	106.0
hsa04916	Target_NonCentral	0.144	106.5
hsa05412	Target_NonCentral	0.104	107.0
hsa04012	Target_Hypergeom	0.57	107.0
hsa04810	Target_Hypergeom	0.586	107.5
hsa04060	Target_Hypergeom	0.518	108.5
hsa04922	Target_NonCentral	0.081	109.0
hsa05134	Target_Hypergeom	0.52	109.0
hsa04911	Target_NonCentral	0.122	109.0
hsa04510	Target_NonCentral	0.112	109.0
hsa05416	Target_Hypergeom	0.563	109.5
hsa04935	Target_Hypergeom	0.563	109.75
hsa04072	Target_Hypergeom	0.579	110.0
hsa05235	Target_Hypergeom	0.531	110.5
hsa04932	Target_Hypergeom	0.496	111.0
hsa04672	Target_Hypergeom	0.544	111.0
hsa04666	Target_NonCentral	0.136	111.0
hsa04010	Target_NonCentral	0.134	111.0
hsa04211	Target_Hypergeom	0.517	111.5
hsa05410	Target_Hypergeom	0.546	111.5
hsa04390	Target_NonCentral	0.103	112.0
hsa05170	Target_Hypergeom	0.529	112.0
hsa05203	Target_NonCentral	0.127	113.5
hsa05100	Target_Hypergeom	0.524	114.0
hsa04530	Target_Hypergeom	0.535	114.0
hsa04940	Target_Hypergeom	0.497	114.0
hsa04550	Target_NonCentral	0.095	114.0
hsa04350	Target_Hypergeom	0.518	115.0
hsa04935	Target_NonCentral	0.074	115.0
hsa04931	Target_NonCentral	0.121	115.0
hsa04512	Target_NonCentral	0.131	115.0
hsa04611	Target_NonCentral	0.086	115.0
hsa04370	Target_Hypergeom	0.53	115.5
hsa04910	Target_NonCentral	0.104	116.0
hsa05132	Target_Hypergeom	0.481	117.0
hsa05202	Target_NonCentral	0.082	117.5
hsa05200	Target_NonCentral	0.193	118.0
hsa04611	Target_Hypergeom	0.503	118.5
hsa04360	Target_NonCentral	0.142	118.5
hsa04664	Target_Hypergeom	0.508	118.75
hsa04152	Target_NonCentral	0.141	119.0
hsa04930	Target_Hypergeom	0.496	119.0
hsa04150	Target_NonCentral	0.078	120.0
hsa04621	Target_Hypergeom	0.485	120.0
hsa04062	Target_Hypergeom	0.468	120.0
hsa05332	Target_Hypergeom	0.483	120.0
hsa04020	Target_Hypergeom	0.46	121.0
hsa04934	Target_NonCentral	0.085	121.0
hsa05169	Target_NonCentral	0.232	121.0
hsa04215	Target_Hypergeom	0.478	121.5
hsa04310	Target_NonCentral	0.068	121.5
hsa04927	Target_Hypergeom	0.445	121.75
hsa04550	Target_Hypergeom	0.481	122.0
hsa05222	Target_NonCentral	0.173	122.0
hsa04929	Target_NonCentral	0.066	122.5
hsa05135	Target_NonCentral	0.06	123.0
hsa05017	Target_NonCentral	0.053	123.0
hsa04330	Target_NonCentral	0.105	123.0
hsa04014	Target_NonCentral	0.077	123.5
hsa04670	Target_NonCentral	0.097	124.5
hsa04925	Target_NonCentral	0.107	125.0
hsa05320	Target_Hypergeom	0.483	125.0
hsa04024	Target_Hypergeom	0.421	125.5
hsa04020	Target_NonCentral	0.104	126.5
hsa05231	Target_NonCentral	0.049	127.0
hsa04664	Target_NonCentral	0.09	127.5
hsa01523	Target_Hypergeom	0.455	127.75
hsa05231	Target_Hypergeom	0.426	128.0
hsa04662	Target_Hypergeom	0.447	128.5
hsa04918	Target_NonCentral	0.061	128.5
hsa04920	Target_NonCentral	0.125	129.0
hsa04650	Target_Hypergeom	0.432	130.0
hsa04950	Target_NonCentral	0.118	130.0
hsa05230	Target_NonCentral	0.089	130.0
hsa05166	Target_NonCentral	0.161	130.0
hsa05215	Target_NonCentral	0.113	130.5
hsa05417	Target_NonCentral	0.196	130.5
hsa04662	Target_NonCentral	0.053	130.5
hsa05414	Target_NonCentral	0.059	131.0
hsa04213	Target_NonCentral	0.088	131.0
hsa05310	Target_Hypergeom	0.474	131.0
hsa04061	Target_Hypergeom	0.449	131.0
hsa05414	Target_Hypergeom	0.401	132.0
hsa04960	Target_NonCentral	0.057	132.0
hsa04923	Target_NonCentral	0.05	132.0
hsa05145	Target_NonCentral	0.161	132.5
hsa04912	Target_Hypergeom	0.377	133.0
hsa04380	Target_NonCentral	0.091	133.0
hsa04722	Target_Hypergeom	0.366	133.0
hsa04920	Target_Hypergeom	0.406	133.25
hsa05217	Target_Hypergeom	0.392	134.0
hsa05161	Target_NonCentral	0.104	134.0
hsa04724	Target_NonCentral	0.063	134.0
hsa04973	Target_NonCentral	0.088	134.5
hsa04371	Target_NonCentral	0.038	134.5
hsa05235	Target_NonCentral	0.072	135.0
hsa05415	Target_Hypergeom	0.385	135.5
hsa04927	Target_NonCentral	0.086	135.5
hsa04925	Target_Hypergeom	0.389	135.75
hsa05171	Target_Hypergeom	0.444	136.0
hsa04137	Target_Hypergeom	0.375	136.0
hsa04217	Target_Hypergeom	0.404	136.0
hsa05167	Target_NonCentral	0.153	136.0
hsa04928	Target_NonCentral	0.036	136.0
hsa05412	Target_Hypergeom	0.364	136.0
hsa05160	Target_NonCentral	0.148	136.5
hsa04071	Target_NonCentral	0.05	137.0
hsa05410	Target_NonCentral	0.035	137.0
hsa05213	Target_NonCentral	0.078	138.0
hsa04970	Target_NonCentral	0.039	138.0
hsa05415	Target_NonCentral	0.051	138.5
hsa04270	Target_NonCentral	0.045	139.0
hsa04640	Target_NonCentral	0.179	139.0
hsa05226	Target_NonCentral	0.08	139.0
hsa04750	Target_NonCentral	0.073	139.5
hsa04520	Target_NonCentral	0.047	139.5
hsa04722	Target_NonCentral	0.038	139.5
hsa05416	Target_NonCentral	0.087	140.0
hsa04961	Target_NonCentral	0.089	140.0
hsa04145	Target_NonCentral	0.156	140.5
hsa04211	Target_NonCentral	0.069	141.0
hsa00230	Target_NonCentral	0.056	141.0
hsa01521	Target_NonCentral	0.066	141.0
hsa05205	Target_NonCentral	0.04	142.0
hsa05217	Target_NonCentral	0.089	142.0
hsa05207	Target_NonCentral	0.077	142.0
hsa04979	Target_Hypergeom	0.388	143.0
hsa04917	Target_NonCentral	0.104	143.0
hsa04068	Target_NonCentral	0.142	144.0
hsa04924	Target_NonCentral	0.025	144.0
hsa04728	Target_NonCentral	0.039	144.5
hsa04210	Target_NonCentral	0.164	145.0
hsa01240	Target_NonCentral	0.081	145.0
hsa04370	Target_NonCentral	0.036	145.0
hsa04022	Target_Hypergeom	0.339	145.0
hsa04914	Target_NonCentral	0.08	145.0
hsa04530	Target_NonCentral	0.056	145.0
hsa04260	Target_NonCentral	0.043	145.5
hsa04725	Target_NonCentral	0.047	146.0
hsa05132	Target_NonCentral	0.08	146.0
hsa05163	Target_NonCentral	0.083	146.0
hsa05130	Target_NonCentral	0.024	146.0
hsa04064	Target_NonCentral	0.158	146.0
hsa05216	Target_NonCentral	0.056	146.0
hsa04725	Target_Hypergeom	0.274	146.0
hsa05223	Target_NonCentral	0.067	146.5
hsa05031	Target_NonCentral	0.024	147.0
hsa05120	Target_Hypergeom	0.31	147.0
hsa04720	Target_NonCentral	0.066	147.0
hsa05134	Target_NonCentral	0.155	147.0
hsa05131	Target_NonCentral	0.022	147.0
hsa05224	Target_NonCentral	0.1	147.0
hsa05220	Target_NonCentral	0.068	147.0
hsa04140	Target_Hypergeom	0.285	147.5
hsa00983	Target_NonCentral	0.113	147.5
hsa04650	Target_NonCentral	0.065	148.0
hsa05100	Target_NonCentral	0.029	148.0
hsa04360	Target_Hypergeom	0.323	148.5
hsa03320	Target_Hypergeom	0.357	148.5
hsa04070	Target_NonCentral	0.075	149.0
hsa04974	Target_NonCentral	0.088	149.0
hsa04514	Target_Hypergeom	0.336	149.0
hsa04213	Target_Hypergeom	0.315	149.0
hsa04215	Target_NonCentral	0.105	149.5
hsa04120	Target_NonCentral	0.049	150.0
hsa04350	Target_NonCentral	0.019	150.0
hsa05418	Target_NonCentral	0.07	150.5
hsa04971	Target_NonCentral	0.027	150.5
hsa04144	Target_Hypergeom	0.267	151.0
hsa04140	Target_NonCentral	0.037	151.0
hsa00270	Target_NonCentral	0.034	151.0
hsa05211	Target_NonCentral	0.034	151.0
hsa05210	Target_NonCentral	0.099	151.0
hsa00010	Target_NonCentral	0.134	151.5
hsa04910	Target_Hypergeom	0.271	152.0
hsa04659	Target_NonCentral	0.121	152.0
hsa05010	Target_NonCentral	0.038	152.0
hsa04972	Target_NonCentral	0.018	152.0
hsa05214	Target_NonCentral	0.066	152.5
hsa04750	Target_Hypergeom	0.255	153.0
hsa00564	Target_NonCentral	0.07	153.0
hsa04012	Target_NonCentral	0.032	153.0
hsa04630	Target_NonCentral	0.156	153.0
hsa05340	Target_NonCentral	0.089	153.5
hsa04960	Target_Hypergeom	0.283	153.5
hsa04922	Target_Hypergeom	0.259	154.0
hsa04666	Target_Hypergeom	0.28	154.0
hsa00052	Target_NonCentral	0.085	154.0
hsa05032	Target_NonCentral	0.056	154.5
hsa00140	Target_NonCentral	0.172	154.5
hsa04512	Target_Hypergeom	0.302	155.0
hsa05208	Target_Hypergeom	0.244	155.0
hsa04137	Target_NonCentral	0.046	155.0
hsa04540	Target_NonCentral	0.018	155.0
hsa04913	Target_NonCentral	0.078	155.0
hsa04730	Target_NonCentral	0.037	155.5
hsa04713	Target_NonCentral	0.064	155.5
hsa05219	Target_NonCentral	0.058	156.0
hsa04218	Target_NonCentral	0.138	156.0
hsa01100	Target_NonCentral	0.102	156.0
hsa04961	Target_Hypergeom	0.27	156.0
hsa04730	Target_Hypergeom	0.223	156.0
hsa04216	Target_Hypergeom	0.235	156.0
hsa00140	Target_Hypergeom	0.339	156.25
hsa04610	Target_NonCentral	0.075	157.0
hsa04658	Target_NonCentral	0.135	157.0
hsa01230	Target_NonCentral	0.088	157.0
hsa05170	Target_NonCentral	0.076	157.0
hsa05152	Target_NonCentral	0.179	157.0
hsa05225	Target_NonCentral	0.058	157.0
hsa04912	Target_NonCentral	0.018	158.0
hsa05212	Target_NonCentral	0.084	158.0
hsa04066	Target_NonCentral	0.048	158.0
hsa04921	Target_NonCentral	0.019	158.0
hsa04660	Target_NonCentral	0.063	158.5
hsa01524	Target_NonCentral	0.093	159.0
hsa04962	Target_NonCentral	0.034	159.0
hsa04976	Target_Hypergeom	0.272	159.0
hsa04141	Target_NonCentral	0.057	159.0
hsa04613	Target_NonCentral	0.06	159.0
hsa05031	Target_Hypergeom	0.199	159.0
hsa05022	Target_NonCentral	0.043	160.0
hsa04929	Target_Hypergeom	0.225	160.0
hsa04933	Target_NonCentral	0.14	160.0
hsa04217	Target_NonCentral	0.124	160.5
hsa04976	Target_NonCentral	0.114	161.0
hsa05164	Target_NonCentral	0.243	161.0
hsa04114	Target_NonCentral	0.037	161.0
hsa00562	Target_NonCentral	0.074	161.5
hsa04926	Target_NonCentral	0.031	161.5
hsa05218	Target_NonCentral	0.063	162.0
hsa05146	Target_NonCentral	0.08	162.0
hsa05162	Target_NonCentral	0.192	162.0
hsa04621	Target_NonCentral	0.154	162.5
hsa03320	Target_NonCentral	0.14	162.5
hsa04270	Target_Hypergeom	0.228	162.5
hsa00480	Target_NonCentral	0.022	163.0
hsa04216	Target_NonCentral	0.013	163.0
hsa04144	Target_NonCentral	0.073	163.0
hsa04330	Target_Hypergeom	0.235	164.0
hsa04115	Target_NonCentral	0.119	164.5
hsa04978	Target_NonCentral	0.047	164.5
hsa04726	Target_NonCentral	0.016	165.0
hsa04914	Target_Hypergeom	0.225	165.0
hsa04110	Target_NonCentral	0.186	165.0
hsa04340	Target_Hypergeom	0.175	165.75
hsa00561	Target_NonCentral	0.034	166.0
hsa04142	Target_NonCentral	0.057	166.0
hsa00051	Target_NonCentral	0.068	166.5
hsa05120	Target_NonCentral	0.03	166.5
hsa04971	Target_Hypergeom	0.174	167.0
hsa04911	Target_Hypergeom	0.213	167.0
hsa00620	Target_NonCentral	0.11	167.0
hsa04979	Target_NonCentral	0.15	167.0
hsa04932	Target_NonCentral	0.041	168.0
hsa00310	Target_NonCentral	0.034	169.0
hsa05030	Target_NonCentral	0.035	169.5
hsa05140	Target_NonCentral	0.115	170.0
hsa04620	Target_NonCentral	0.162	170.0
hsa04668	Target_NonCentral	0.15	170.0
hsa04261	Target_Hypergeom	0.176	170.0
hsa05144	Target_NonCentral	0.136	170.0
hsa04625	Target_NonCentral	0.066	171.0
hsa04610	Target_Hypergeom	0.24	171.0
hsa04977	Target_Hypergeom	0.22	171.5
hsa04080	Target_NonCentral	0.109	172.0
hsa04710	Target_NonCentral	0.084	172.0
hsa05169	TFs_Hypergeom	0.146	172.5
hsa04964	Target_NonCentral	0.037	173.0
hsa04612	Target_NonCentral	0.133	173.0
hsa05417	TFs_Hypergeom	0.128	173.0
hsa04540	Target_Hypergeom	0.15	173.0
hsa05224	TFs_Hypergeom	0.134	173.0
hsa04622	Target_Hypergeom	0.271	173.25
hsa05215	TFs_Hypergeom	0.174	174.0
hsa04150	Target_Hypergeom	0.184	174.0
hsa05208	Target_NonCentral	0.016	174.0
hsa04550	TFs_Hypergeom	0.115	174.0
hsa05020	Target_NonCentral	0.011	175.0
hsa04915	Target_NonCentral	0.069	175.0
hsa00860	Target_NonCentral	0.074	175.0
hsa03440	Target_NonCentral	0.058	175.0
hsa01523	Target_NonCentral	0.026	175.0
hsa04934	TFs_Hypergeom	0.12	175.0
hsa01212	Target_NonCentral	0.076	175.0
hsa05321	Target_NonCentral	0.168	175.0
hsa04658	TFs_Hypergeom	0.151	175.5
hsa04977	Target_NonCentral	0.038	175.5
hsa03460	Target_NonCentral	0.058	175.5
hsa02010	Target_NonCentral	0.033	175.5
hsa05160	TFs_Hypergeom	0.119	175.5
hsa04918	Target_Hypergeom	0.143	175.75
hsa04915	TFs_Hypergeom	0.108	176.5
hsa00330	Target_NonCentral	0.003	176.5
hsa04340	Target_NonCentral	0.02	176.5
hsa04710	Target_Hypergeom	0.188	176.75
hsa05162	TFs_Hypergeom	0.091	177.0
hsa04928	TFs_Hypergeom	0.116	177.0
hsa04727	Target_NonCentral	0.031	177.0
hsa05204	Target_NonCentral	0.119	177.0
hsa04622	Target_NonCentral	0.137	177.0
hsa04924	Target_Hypergeom	0.108	177.25
hsa05225	TFs_Hypergeom	0.066	177.5
hsa04151	TFs_Hypergeom	0.076	177.5
hsa05221	TFs_Hypergeom	0.251	177.5
hsa04714	Target_NonCentral	0.016	178.0
hsa04668	TFs_Hypergeom	0.076	178.0
hsa04390	TFs_Hypergeom	0.074	178.5
hsa05226	TFs_Hypergeom	0.066	178.5
hsa04933	TFs_Hypergeom	0.1	178.5
hsa04932	TFs_Hypergeom	0.078	178.5
hsa04917	TFs_Hypergeom	0.155	178.5
hsa04211	TFs_Hypergeom	0.1	178.5
hsa04061	Target_NonCentral	0.127	178.5
hsa05220	TFs_Hypergeom	0.149	178.75
hsa04935	TFs_Hypergeom	0.064	179.0
hsa05321	TFs_Hypergeom	0.227	179.0
hsa04392	Target_NonCentral	0.061	179.5
hsa04931	TFs_Hypergeom	0.062	179.5
hsa05206	TFs_Hypergeom	0.067	179.5
hsa04310	TFs_Hypergeom	0.052	180.0
hsa05235	TFs_Hypergeom	0.071	180.0
hsa04919	TFs_Hypergeom	0.076	180.0
hsa04022	TFs_Hypergeom	0.056	180.0
hsa04916	Target_Hypergeom	0.173	180.0
hsa04625	TFs_Hypergeom	0.064	180.0
hsa01522	Target_NonCentral	0.028	180.0
hsa00590	Target_NonCentral	0.023	180.0
hsa05212	TFs_Hypergeom	0.122	180.5
hsa04923	Target_Hypergeom	0.121	180.5
hsa04926	TFs_Hypergeom	0.046	180.5
hsa01522	TFs_Hypergeom	0.077	180.5
hsa00830	Target_NonCentral	0.12	180.5
hsa05171	TFs_Hypergeom	0.048	180.5
hsa04024	TFs_Hypergeom	0.053	180.5
hsa05210	TFs_Hypergeom	0.057	180.75
hsa05168	TFs_Hypergeom	0.024	181.0
hsa05152	TFs_Hypergeom	0.062	181.0
hsa05223	TFs_Hypergeom	0.114	181.0
hsa04137	TFs_Hypergeom	0.119	181.0
hsa05110	Target_NonCentral	0.014	181.0
hsa05222	TFs_Hypergeom	0.087	181.5
hsa05016	TFs_Hypergeom	0.043	181.5
hsa04630	TFs_Hypergeom	0.042	181.5
hsa04110	TFs_Hypergeom	0.054	181.5
hsa05132	TFs_Hypergeom	0.033	181.5
hsa04612	Target_Hypergeom	0.244	182.0
hsa05171	Target_NonCentral	0.133	182.0
hsa05143	Target_NonCentral	0.104	182.0
hsa05208	TFs_Hypergeom	0.041	182.0
hsa02010	Target_Hypergeom	0.14	182.0
hsa04950	Target_Hypergeom	0.18	182.0
hsa04114	Target_Hypergeom	0.146	182.0
hsa05131	TFs_Hypergeom	0.037	182.0
hsa05030	TFs_Hypergeom	0.252	182.0
hsa05216	TFs_Hypergeom	0.281	182.25
hsa04728	TFs_Hypergeom	0.032	182.5
hsa05418	TFs_Hypergeom	0.038	182.5
hsa04950	TFs_Hypergeom	0.357	182.5
hsa04722	TFs_Hypergeom	0.04	182.5
hsa04062	TFs_Hypergeom	0.024	182.5
hsa01200	Target_NonCentral	0.085	182.5
hsa04152	TFs_Hypergeom	0.035	182.75
hsa00982	Target_NonCentral	0.106	183.0
hsa05031	TFs_Hypergeom	0.071	183.0
hsa04657	TFs_Hypergeom	0.052	183.0
hsa04621	TFs_Hypergeom	0.027	183.0
hsa05170	TFs_Hypergeom	0.024	183.0
hsa04916	TFs_Hypergeom	0.04	183.0
hsa04927	TFs_Hypergeom	0.15	183.0
hsa04217	TFs_Hypergeom	0.034	183.0
hsa05135	TFs_Hypergeom	0.026	183.0
hsa05213	TFs_Hypergeom	0.192	183.0
hsa00980	Target_NonCentral	0.133	183.0
hsa05016	Target_NonCentral	0.002	183.0
hsa05205	TFs_Hypergeom	0.041	183.0
hsa04350	TFs_Hypergeom	0.063	183.25
hsa04210	TFs_Hypergeom	0.026	183.5
hsa04925	TFs_Hypergeom	0.046	183.5
hsa04620	TFs_Hypergeom	0.019	183.5
hsa05142	Target_NonCentral	0.108	184.0
hsa04922	TFs_Hypergeom	0.024	184.0
hsa05030	Target_Hypergeom	0.127	184.0
hsa04662	TFs_Hypergeom	0.058	184.5
hsa04660	TFs_Hypergeom	0.02	184.5
hsa05140	TFs_Hypergeom	0.053	184.5
hsa05133	TFs_Hypergeom	0.054	184.5
hsa05164	TFs_Hypergeom	0.018	184.5
hsa05323	Target_NonCentral	0.214	184.5
hsa05320	Target_NonCentral	0.15	184.5
hsa04068	TFs_Hypergeom	0.028	184.5
hsa04725	TFs_Hypergeom	0.014	185.0
hsa05218	TFs_Hypergeom	0.054	185.0
hsa04911	TFs_Hypergeom	0.045	185.0
hsa05020	TFs_Hypergeom	0.013	185.0
hsa04261	TFs_Hypergeom	0.014	185.0
hsa05219	TFs_Hypergeom	0.185	185.0
hsa04921	TFs_Hypergeom	0.016	185.0
hsa05034	Target_NonCentral	0.017	185.0
hsa04918	TFs_Hypergeom	0.061	185.0
hsa05034	TFs_Hypergeom	0.01	185.5
hsa04520	TFs_Hypergeom	0.05	185.5
hsa04066	TFs_Hypergeom	0.018	185.5
hsa05022	TFs_Hypergeom	0.001	185.5
hsa04014	TFs_Hypergeom	0.019	185.5
hsa05010	TFs_Hypergeom	0.003	185.5
hsa04714	TFs_Hypergeom	0.008	185.5
hsa05310	Target_NonCentral	0.112	185.5
hsa04920	TFs_Hypergeom	0.044	185.5
hsa04371	TFs_Hypergeom	0.017	185.75
hsa05130	TFs_Hypergeom	0.009	186.0
hsa05142	TFs_Hypergeom	0.018	186.0
hsa04012	TFs_Hypergeom	0.022	186.0
hsa05217	TFs_Hypergeom	0.09	186.0
hsa05340	Target_Hypergeom	0.19	186.0
hsa05145	TFs_Hypergeom	0.006	186.0
hsa05415	TFs_Hypergeom	0.007	186.0
hsa05214	TFs_Hypergeom	0.04	186.0
hsa05133	Target_NonCentral	0.075	186.0
hsa05211	TFs_Hypergeom	0.06	186.5
hsa05012	TFs_Hypergeom	0.009	186.5
hsa05017	TFs_Hypergeom	0.017	186.5
hsa05231	TFs_Hypergeom	0.014	186.5
hsa04672	Target_NonCentral	0.12	186.5
hsa04622	TFs_Hypergeom	0.027	187.0
hsa04623	TFs_Hypergeom	0.06	187.0
hsa04064	TFs_Hypergeom	0.019	187.0
hsa04728	Target_Hypergeom	0.093	187.0
hsa05120	TFs_Hypergeom	0.023	187.0
hsa05134	TFs_Hypergeom	0.101	187.0
hsa05014	TFs_Hypergeom	0.003	187.0
hsa04071	TFs_Hypergeom	0.007	187.0
hsa04962	TFs_Hypergeom	0.11	187.25
hsa04612	TFs_Hypergeom	0.043	187.5
hsa03320	TFs_Hypergeom	0.036	187.5
hsa04141	TFs_Hypergeom	0.005	187.5
hsa04070	Target_Hypergeom	0.146	187.5
hsa05230	TFs_Hypergeom	0.038	187.5
hsa04912	TFs_Hypergeom	0.014	187.5
hsa03015	Target_NonCentral	0.03	187.5
hsa04713	Target_Hypergeom	0.135	187.75
hsa04710	TFs_Hypergeom	0.137	188.0
hsa01523	TFs_Hypergeom	0.083	188.0
hsa04613	TFs_Hypergeom	0.0	188.0
hsa05323	TFs_Hypergeom	0.004	188.0
hsa05146	TFs_Hypergeom	0.006	188.0
hsa03018	Target_NonCentral	0.036	188.0
hsa05012	Target_NonCentral	0.004	188.0
hsa04530	TFs_Hypergeom	0.005	188.5
hsa01521	TFs_Hypergeom	0.018	188.5
hsa04213	TFs_Hypergeom	0.063	188.5
hsa05412	TFs_Hypergeom	0.023	188.5
hsa04910	TFs_Hypergeom	0.003	188.5
hsa04713	TFs_Hypergeom	0.005	188.5
hsa04510	TFs_Hypergeom	0.001	188.75
hsa04115	TFs_Hypergeom	0.018	188.75
hsa01524	TFs_Hypergeom	0.011	189.0
hsa04961	TFs_Hypergeom	0.053	189.0
hsa04392	TFs_Hypergeom	0.106	189.0
hsa04216	TFs_Hypergeom	0.048	189.0
hsa04120	Target_Hypergeom	0.095	189.0
hsa04650	TFs_Hypergeom	0.002	189.25
hsa04614	Target_NonCentral	0.059	189.5
hsa04114	TFs_Hypergeom	0.001	189.5
hsa04720	TFs_Hypergeom	0.016	189.5
hsa04924	TFs_Hypergeom	0.008	189.5
hsa04144	TFs_Hypergeom	0.0	190.0
hsa00310	TFs_Hypergeom	0.01	190.0
hsa04370	TFs_Hypergeom	0.018	190.0
