annotation_id	typeOfAnalysis	p_times	ranking
WP4666	Target_NonCentral	0.048	170.0
WP4217	Target_NonCentral	0.044	171.5
WP2355	Target_NonCentral	0.033	172.0
WP4808	Target_Hypergeom	0.257	172.5
WP474	Target_Hypergeom	0.257	172.5
WP2864	Target_NonCentral	0.04	173.0
WP710	Target_NonCentral	0.046	174.0
WP2572	Target_NonCentral	0.025	174.0
WP4673	Target_Hypergeom	0.211	174.0
WP2059	Target_NonCentral	0.056	175.0
WP2034	Target_Hypergeom	0.255	175.5
WP2858	Target_Hypergeom	0.214	175.75
WP3594	Target_Hypergeom	0.22	176.0
WP1772	Target_Hypergeom	0.281	176.5
WP428	Target_Hypergeom	0.223	177.0
WP399	Target_NonCentral	0.039	178.0
WP3658	Target_Hypergeom	0.26	178.5
WP2261	Target_NonCentral	0.034	178.5
WP615	Target_NonCentral	0.057	178.5
WP2857	Target_Hypergeom	0.196	179.25
WP1984	Target_NonCentral	0.052	179.5
WP4258	Target_Hypergeom	0.261	180.0
WP4341	Target_NonCentral	0.067	180.5
WP2840	Target_Hypergeom	0.233	180.75
WP1545	Target_Hypergeom	0.323	181.0
WP4262	Target_NonCentral	0.044	182.0
WP2380	Target_Hypergeom	0.167	183.0
WP3981	Target_Hypergeom	0.286	183.0
WP69	Target_NonCentral	0.053	184.0
WP23	Target_NonCentral	0.062	184.5
WP69	Target_Hypergeom	0.242	184.5
WP2857	Target_NonCentral	0.033	184.5
WP286	Target_Hypergeom	0.278	185.0
WP4659	Target_NonCentral	0.03	185.0
WP4879	Target_NonCentral	0.057	186.0
WP5083	Target_NonCentral	0.071	186.0
WP4674	Target_NonCentral	0.028	186.0
WP138	Target_NonCentral	0.026	186.0
WP4321	Target_NonCentral	0.054	186.5
WP4239	Target_NonCentral	0.064	186.5
WP176	Target_Hypergeom	0.289	187.0
WP4263	Target_NonCentral	0.036	187.0
WP2064	Target_Hypergeom	0.238	187.5
WP4540	Target_Hypergeom	0.227	187.75
WP2037	Target_NonCentral	0.036	188.0
WP2032	Target_NonCentral	0.018	189.0
WP2431	Target_NonCentral	0.052	189.0
WP4658	Target_NonCentral	0.052	189.0
WP5097	Target_Hypergeom	0.259	189.0
WP4806	Target_NonCentral	0.023	189.5
WP474	Target_NonCentral	0.047	190.5
WP4808	Target_NonCentral	0.047	190.5
WP4787	Target_NonCentral	0.083	190.5
WP4673	Target_NonCentral	0.039	190.5
WP4747	Target_Hypergeom	0.232	192.0
WP2374	Target_NonCentral	0.059	192.0
WP2839	Target_Hypergeom	0.296	192.5
WP23	Target_Hypergeom	0.225	193.0
WP428	Target_NonCentral	0.013	193.5
WP2064	Target_NonCentral	0.045	195.0
WP4396	Target_NonCentral	0.072	195.5
WP3651	Target_NonCentral	0.023	195.5
WP5055	Target_NonCentral	0.087	195.5
WP4018	Target_NonCentral	0.064	196.0
WP4255	Target_NonCentral	0.027	196.0
WP4155	Target_NonCentral	0.036	196.0
WP4298	Target_NonCentral	0.054	196.5
WP4217	Target_Hypergeom	0.161	196.5
WP363	Target_NonCentral	0.013	197.0
WP3929	Target_Hypergeom	0.153	197.5
WP4018	Target_Hypergeom	0.21	199.0
WP2324	Target_NonCentral	0.053	199.0
WP4816	Target_NonCentral	0.035	199.0
WP560	Target_NonCentral	0.034	200.0
WP3646	Target_NonCentral	0.043	200.0
WP481	Target_Hypergeom	0.145	201.0
WP3303	Target_NonCentral	0.04	201.0
WP2815	Target_Hypergeom	0.339	201.75
WP5098	Target_NonCentral	0.053	202.0
WP2034	Target_NonCentral	0.046	202.5
WP4336	Target_Hypergeom	0.199	202.5
WP3287	Target_Hypergeom	0.265	204.0
WP4258	Target_NonCentral	0.031	205.0
WP231	Target_NonCentral	0.07	205.5
WP1544	Target_NonCentral	0.033	205.5
WP15	Target_Hypergeom	0.249	206.0
WP5124	Target_Hypergeom	0.134	206.0
WP2018	Target_NonCentral	0.036	206.5
WP4685	Target_NonCentral	0.03	207.0
WP536	Target_NonCentral	0.045	207.0
WP2586	Target_NonCentral	0.017	207.5
WP2884	Target_NonCentral	0.071	208.0
WP3931	Target_NonCentral	0.033	208.0
WP4223	Target_Hypergeom	0.108	209.0
WP673	Target_NonCentral	0.009	209.0
WP1403	Target_NonCentral	0.062	209.0
WP4216	Target_NonCentral	0.032	209.0
WP2328	Target_Hypergeom	0.264	209.0
WP2849	Target_NonCentral	0.046	212.0
WP254	Target_NonCentral	0.072	212.0
WP3680	Target_NonCentral	0.019	212.0
WP51	Target_Hypergeom	0.128	212.5
WP2018	Target_Hypergeom	0.212	213.75
WP179	Target_NonCentral	0.083	214.0
WP3624	Target_NonCentral	0.092	214.0
WP304	Target_Hypergeom	0.181	214.25
WP1403	Target_Hypergeom	0.172	214.25
WP5097	Target_NonCentral	0.033	215.0
WP1533	Target_Hypergeom	0.279	215.5
WP2853	Target_Hypergeom	0.133	216.25
WP2878	Target_Hypergeom	0.303	216.25
WP1772	Target_NonCentral	0.066	218.0
WP4336	Target_NonCentral	0.013	218.0
WP61	Target_NonCentral	0.018	218.0
WP3611	Target_NonCentral	0.056	219.0
WP4239	Target_Hypergeom	0.155	219.0
WP2873	Target_Hypergeom	0.262	219.25
WP4549	Target_NonCentral	0.044	219.5
WP2118	Target_NonCentral	0.061	220.0
WP4396	Target_Hypergeom	0.159	220.25
WP2840	Target_NonCentral	0.013	220.5
WP1449	Target_NonCentral	0.095	221.0
WP707	Target_NonCentral	0.06	221.5
WP4747	Target_NonCentral	0.023	221.5
WP2828	Target_NonCentral	0.027	222.5
WP304	Target_NonCentral	0.037	222.5
WP176	Target_NonCentral	0.076	224.0
WP1449	Target_Hypergeom	0.197	224.5
WP15	Target_NonCentral	0.084	224.5
WP2203	Target_Hypergeom	0.217	224.5
WP395	Target_NonCentral	0.046	226.0
WP4657	Target_NonCentral	0.022	226.0
WP3915	Target_Hypergeom	0.114	226.5
WP2880	Target_Hypergeom	0.198	227.0
WP1971	Target_NonCentral	0.055	228.0
WP3863	Target_Hypergeom	0.228	228.5
WP1530	Target_NonCentral	0.049	229.0
WP2059	Target_Hypergeom	0.079	229.5
WP286	Target_NonCentral	0.035	229.5
WP5053	Target_NonCentral	0.046	229.5
WP395	Target_Hypergeom	0.198	231.0
WP2446	Target_NonCentral	0.068	231.5
WP3998	Target_Hypergeom	0.252	232.0
WP2880	Target_NonCentral	0.025	232.5
WP4205	Target_Hypergeom	0.115	236.25
WP49	Target_NonCentral	0.012	237.0
WP231	Target_Hypergeom	0.179	237.5
WP3931	Target_Hypergeom	0.124	238.0
WP2516	Target_Hypergeom	0.246	238.0
WP5090	Target_NonCentral	0.046	238.5
WP2637	Target_Hypergeom	0.167	239.0
WP2332	Target_Hypergeom	0.214	240.0
WP127	Target_NonCentral	0.003	242.0
WP45	Target_NonCentral	0.081	243.0
WP4205	Target_NonCentral	0.004	243.0
WP3981	Target_NonCentral	0.008	243.0
WP5053	Target_Hypergeom	0.211	243.25
WP313	Target_Hypergeom	0.194	243.75
WP185	Target_Hypergeom	0.129	244.25
WP1544	Target_Hypergeom	0.145	244.5
WP75	Target_Hypergeom	0.204	246.25
WP3584	Target_NonCentral	0.051	246.5
WP4928	Target_Hypergeom	0.181	247.25
WP4657	Target_Hypergeom	0.07	249.0
WP75	Target_NonCentral	0.085	252.5
WP2203	Target_NonCentral	0.029	254.0
WP2637	Target_NonCentral	0.015	255.0
WP314	Target_Hypergeom	0.206	255.5
WP4970	Target_NonCentral	0.013	255.5
WP170	Target_Hypergeom	0.253	255.75
WP3941	Target_Hypergeom	0.223	256.5
WP1533	Target_NonCentral	0.098	256.5
WP4149	Target_Hypergeom	0.207	256.75
WP3614	Target_NonCentral	0.046	257.0
WP4564	Target_Hypergeom	0.203	257.5
WP3658	Target_NonCentral	0.035	258.5
WP2817	Target_NonCentral	0.017	259.0
WP4321	Target_Hypergeom	0.082	260.5
WP2328	Target_NonCentral	0.108	261.0
WP3640	Target_NonCentral	0.008	261.5
WP4149	Target_NonCentral	0.064	262.0
WP4844	Target_Hypergeom	0.202	262.25
WP4565	Target_Hypergeom	0.196	264.75
WP4932	Target_NonCentral	0.024	265.0
WP2873	Target_NonCentral	0.064	265.5
WP4352	Target_NonCentral	0.076	267.5
WP3998	Target_NonCentral	0.035	267.5
WP1742	Target_NonCentral	0.029	269.0
WP2332	Target_NonCentral	0.019	272.0
WP3286	Target_Hypergeom	0.155	272.0
WP5095	Target_Hypergeom	0.22	273.0
WP205	Target_NonCentral	0.004	273.0
WP3863	Target_NonCentral	0.072	273.5
WP4549	Target_Hypergeom	0.084	274.5
WP1545	Target_NonCentral	0.0	276.0
WP4746	Target_NonCentral	0.06	276.5
WP4787	Target_Hypergeom	0.103	279.0
WP4790	Target_Hypergeom	0.213	279.5
WP3617	Target_NonCentral	0.061	280.5
WP4241	Target_Hypergeom	0.21	280.5
WP2795	Target_NonCentral	0.024	281.0
WP536	Target_Hypergeom	0.057	281.5
WP2839	Target_NonCentral	0.013	282.5
WP3995	Target_Hypergeom	0.175	283.25
WP314	Target_NonCentral	0.027	286.0
WP408	Target_Hypergeom	0.185	286.75
WP4538	Target_NonCentral	0.035	289.5
WP2813	Target_NonCentral	0.01	292.0
WP170	Target_NonCentral	0.067	293.5
WP2884	Target_Hypergeom	0.084	302.0
WP5095	Target_NonCentral	0.109	302.0
WP3584	Target_Hypergeom	0.104	302.5
WP4844	Target_NonCentral	0.039	304.5
WP2118	Target_Hypergeom	0.108	305.5
WP35	Target_NonCentral	0.081	306.0
WP4698	Target_Hypergeom	0.154	306.0
WP5090	Target_Hypergeom	0.084	307.0
WP3286	Target_NonCentral	0.017	307.5
WP313	Target_NonCentral	0.017	308.5
WP4932	Target_Hypergeom	0.064	310.25
WP2526	Target_Hypergeom	0.133	310.5
WP4535	Target_Hypergeom	0.117	311.75
WP4534	Target_NonCentral	0.063	314.0
WP4963	Target_Hypergeom	0.173	315.25
WP2848	Target_Hypergeom	0.186	316.5
WP3995	Target_NonCentral	0.019	316.5
WP4963	Target_NonCentral	0.035	318.5
WP2516	Target_NonCentral	0.051	320.0
WP4565	Target_NonCentral	0.01	320.5
WP3941	Target_NonCentral	0.01	320.5
WP4564	Target_NonCentral	0.01	321.0
WP4534	Target_Hypergeom	0.133	322.5
WP4746	Target_Hypergeom	0.091	324.5
WP2795	Target_Hypergeom	0.107	324.75
WP5039	Target_Hypergeom	0.194	324.75
WP4538	Target_Hypergeom	0.076	326.5
WP34	Target_Hypergeom	0.172	329.0
WP2848	Target_NonCentral	0.043	334.0
WP4535	Target_NonCentral	0.013	334.0
WP4949	Target_Hypergeom	0.079	335.75
WP2870	Target_Hypergeom	0.165	338.0
WP4698	Target_NonCentral	0.02	339.5
WP4241	Target_NonCentral	0.046	340.0
WP2814	Target_NonCentral	0.009	341.0
WP2878	Target_NonCentral	0.039	342.5
WP3287	Target_NonCentral	0.033	342.5
WP2526	Target_NonCentral	0.032	349.5
WP2406	Target_NonCentral	0.051	351.0
WP4352	Target_Hypergeom	0.056	351.5
WP236	TFs_Hypergeom	0.268	352.5
WP2853	TFs_Hypergeom	0.206	353.5
WP3888	TFs_Hypergeom	0.007	353.5
WP3594	TFs_Hypergeom	0.046	353.5
WP706	TFs_Hypergeom	0.232	353.5
WP2882	TFs_Hypergeom	0.057	353.5
WP2857	TFs_Hypergeom	0.186	353.5
WP366	TFs_Hypergeom	0.143	354.0
WP4262	TFs_Hypergeom	0.145	354.0
WP437	TFs_Hypergeom	0.14	354.0
WP2064	TFs_Hypergeom	0.129	354.0
WP4879	TFs_Hypergeom	0.125	354.0
WP382	TFs_Hypergeom	0.033	354.0
WP4754	TFs_Hypergeom	0.037	354.0
WP5115	TFs_Hypergeom	0.027	354.0
WP5087	TFs_Hypergeom	0.036	354.0
WP5094	TFs_Hypergeom	0.122	354.0
WP4659	TFs_Hypergeom	0.131	354.0
WP1984	TFs_Hypergeom	0.144	354.0
WP2840	TFs_Hypergeom	0.145	354.0
WP4149	TFs_Hypergeom	0.146	354.0
WP4666	TFs_Hypergeom	0.144	354.0
WP2380	TFs_Hypergeom	0.093	354.5
WP2355	TFs_Hypergeom	0.1	354.5
WP2037	TFs_Hypergeom	0.077	354.5
WP4787	TFs_Hypergeom	0.086	354.5
WP3646	TFs_Hypergeom	0.084	354.5
WP4816	TFs_Hypergeom	0.098	354.5
WP23	TFs_Hypergeom	0.107	354.5
WP399	TFs_Hypergeom	0.098	354.5
WP4844	TFs_Hypergeom	0.097	354.5
WP170	TFs_Hypergeom	0.154	354.5
WP1541	TFs_Hypergeom	0.112	354.5
WP2374	TFs_Hypergeom	0.101	354.5
WP4341	TFs_Hypergeom	0.089	354.5
WP4216	TFs_Hypergeom	0.086	354.5
WP2324	TFs_Hypergeom	0.087	354.5
WP138	TFs_Hypergeom	0.094	354.5
WP560	TFs_Hypergeom	0.098	354.5
WP2877	TFs_Hypergeom	0.093	354.5
WP4396	TFs_Hypergeom	0.077	354.5
WP3527	TFs_Hypergeom	0.088	354.5
WP2034	TFs_Hypergeom	0.079	354.5
WP395	TFs_Hypergeom	0.09	354.5
WP710	TFs_Hypergeom	0.107	354.5
WP3932	TFs_Hypergeom	0.023	354.75
WP2023	TFs_Hypergeom	0.069	355.0
WP3599	TFs_Hypergeom	0.072	355.0
WP5097	TFs_Hypergeom	0.059	355.0
WP2839	TFs_Hypergeom	0.054	355.0
WP2637	TFs_Hypergeom	0.042	355.0
WP481	TFs_Hypergeom	0.05	355.0
WP4329	TFs_Hypergeom	0.043	355.0
WP4331	TFs_Hypergeom	0.069	355.0
WP3929	TFs_Hypergeom	0.044	355.0
WP3942	TFs_Hypergeom	0.038	355.0
WP2875	TFs_Hypergeom	0.041	355.0
WP3995	TFs_Hypergeom	0.095	355.0
WP2526	TFs_Hypergeom	0.051	355.0
WP3584	TFs_Hypergeom	0.064	355.0
WP5102	TFs_Hypergeom	0.07	355.0
WP4217	TFs_Hypergeom	0.06	355.0
WP2881	TFs_Hypergeom	0.035	355.0
WP2586	TFs_Hypergeom	0.062	355.0
WP5083	TFs_Hypergeom	0.063	355.0
WP2036	TFs_Hypergeom	0.041	355.0
WP5039	TFs_Hypergeom	0.041	355.0
WP1991	TFs_Hypergeom	0.046	355.0
WP49	TFs_Hypergeom	0.058	355.0
WP4258	TFs_Hypergeom	0.073	355.0
WP585	TFs_Hypergeom	0.049	355.0
WP2858	TFs_Hypergeom	0.086	355.0
WP205	TFs_Hypergeom	0.036	355.0
WP4746	TFs_Hypergeom	0.05	355.0
WP673	TFs_Hypergeom	0.053	355.0
WP2112	TFs_Hypergeom	0.047	355.0
WP5036	TFs_Hypergeom	0.035	355.0
WP4223	TFs_Hypergeom	0.051	355.0
WP2895	TFs_Hypergeom	0.055	355.0
WP3915	TFs_Hypergeom	0.049	355.0
WP734	TFs_Hypergeom	0.053	355.0
WP3299	TFs_Hypergeom	0.039	355.0
WP1982	TFs_Hypergeom	0.068	355.0
WP4880	TFs_Hypergeom	0.053	355.0
WP3630	TFs_Hypergeom	0.041	355.0
WP4155	TFs_Hypergeom	0.067	355.0
WP5053	TFs_Hypergeom	0.062	355.0
WP364	TFs_Hypergeom	0.045	355.0
WP4320	TFs_Hypergeom	0.054	355.0
WP3303	TFs_Hypergeom	0.054	355.0
WP1591	TFs_Hypergeom	0.065	355.0
WP4482	TFs_Hypergeom	0.054	355.0
WP286	TFs_Hypergeom	0.036	355.0
WP400	TFs_Hypergeom	0.043	355.0
WP4674	TFs_Hypergeom	0.067	355.0
WP4657	TFs_Hypergeom	0.049	355.0
WP127	TFs_Hypergeom	0.063	355.0
WP45	TFs_Hypergeom	0.065	355.0
WP2817	TFs_Hypergeom	0.083	355.0
WP712	TFs_Hypergeom	0.049	355.0
WP3981	TFs_Hypergeom	0.047	355.0
WP4949	TFs_Hypergeom	0.056	355.0
WP2446	TFs_Hypergeom	0.046	355.0
WP2018	TFs_Hypergeom	0.082	355.0
WP4685	TFs_Hypergeom	0.075	355.0
WP363	TFs_Hypergeom	0.068	355.0
WP4239	TFs_Hypergeom	0.089	355.0
WP4172	TFs_Hypergeom	0.021	355.0
WP3972	TFs_Hypergeom	0.061	355.0
WP1971	TFs_Hypergeom	0.064	355.0
WP3611	TFs_Hypergeom	0.048	355.0
WP69	TFs_Hypergeom	0.071	355.0
WP75	TFs_Hypergeom	0.048	355.0
WP2203	TFs_Hypergeom	0.075	355.0
WP2880	TFs_Hypergeom	0.056	355.0
WP4263	TFs_Hypergeom	0.07	355.0
WP2873	TFs_Hypergeom	0.052	355.0
WP4540	TFs_Hypergeom	0.062	355.0
WP4255	TFs_Hypergeom	0.065	355.0
WP289	TFs_Hypergeom	0.086	355.0
WP2032	TFs_Hypergeom	0.068	355.0
WP34	TFs_Hypergeom	0.067	355.0
WP4542	TFs_Hypergeom	0.04	355.0
WP2406	TFs_Hypergeom	0.046	355.0
WP299	TFs_Hypergeom	0.046	355.0
WP2849	TFs_Hypergeom	0.094	355.0
WP254	TFs_Hypergeom	0.07	355.0
WP61	TFs_Hypergeom	0.047	355.0
WP4658	TFs_Hypergeom	0.071	355.0
WP4673	TFs_Hypergeom	0.059	355.0
WP474	TFs_Hypergeom	0.058	355.0
WP4756	TFs_Hypergeom	0.047	355.0
WP4906	TFs_Hypergeom	0.044	355.0
WP1449	TFs_Hypergeom	0.06	355.0
WP2332	TFs_Hypergeom	0.048	355.0
WP428	TFs_Hypergeom	0.066	355.0
WP231	TFs_Hypergeom	0.036	355.0
WP4211	TFs_Hypergeom	0.079	355.0
WP3678	TFs_Hypergeom	0.042	355.0
WP2431	TFs_Hypergeom	0.062	355.0
WP3858	TFs_Hypergeom	0.043	355.0
WP615	TFs_Hypergeom	0.065	355.0
WP3931	TFs_Hypergeom	0.056	355.0
WP195	TFs_Hypergeom	0.035	355.0
WP4336	TFs_Hypergeom	0.066	355.0
WP4808	TFs_Hypergeom	0.058	355.0
WP3651	TFs_Hypergeom	0.05	355.0
WP3617	TFs_Hypergeom	0.038	355.0
WP5098	TFs_Hypergeom	0.055	355.0
WP304	TFs_Hypergeom	0.063	355.0
WP179	TFs_Hypergeom	0.07	355.0
WP4141	TFs_Hypergeom	0.034	355.25
WP2814	TFs_Hypergeom	0.039	355.25
WP4321	TFs_Hypergeom	0.038	355.25
WP4541	TFs_Hypergeom	0.04	355.25
WP3286	TFs_Hypergeom	0.034	355.25
WP176	TFs_Hypergeom	0.034	355.25
WP3892	TFs_Hypergeom	0.042	355.25
WP2878	TFs_Hypergeom	0.034	355.25
WP5055	TFs_Hypergeom	0.035	355.25
WP1772	TFs_Hypergeom	0.034	355.25
WP4970	TFs_Hypergeom	0.034	355.25
WP4753	TFs_Hypergeom	0.0	355.5
WP4971	TFs_Hypergeom	0.0	355.5
WP3658	TFs_Hypergeom	0.037	355.5
WP3591	TFs_Hypergeom	0.009	355.5
WP2366	TFs_Hypergeom	0.0	355.5
WP5109	TFs_Hypergeom	0.011	355.5
WP391	TFs_Hypergeom	0.037	355.5
WP4723	TFs_Hypergeom	0.0	355.5
WP1584	TFs_Hypergeom	0.005	355.5
WP4559	TFs_Hypergeom	0.027	355.5
WP5117	TFs_Hypergeom	0.0	355.5
WP4030	TFs_Hypergeom	0.0	355.5
WP4389	TFs_Hypergeom	0.0	355.5
WP3925	TFs_Hypergeom	0.0	355.5
WP1423	TFs_Hypergeom	0.0	355.5
WP4538	TFs_Hypergeom	0.003	355.5
WP3674	TFs_Hypergeom	0.006	355.5
WP4947	TFs_Hypergeom	0.0	355.5
WP325	TFs_Hypergeom	0.0	355.5
WP2874	TFs_Hypergeom	0.027	355.5
WP4342	TFs_Hypergeom	0.026	355.5
WP1455	TFs_Hypergeom	0.0	355.5
WP2916	TFs_Hypergeom	0.0	355.5
WP3945	TFs_Hypergeom	0.026	355.5
WP5122	TFs_Hypergeom	0.0	355.5
WP3872	TFs_Hypergeom	0.009	355.5
WP4932	TFs_Hypergeom	0.031	355.5
WP4752	TFs_Hypergeom	0.0	355.5
WP5066	TFs_Hypergeom	0.039	355.5
WP2328	TFs_Hypergeom	0.016	355.5
WP702	TFs_Hypergeom	0.0	355.5
WP322	TFs_Hypergeom	0.0	355.5
WP2291	TFs_Hypergeom	0.0	355.5
WP1424	TFs_Hypergeom	0.0	355.5
WP4927	TFs_Hypergeom	0.0	355.5
WP4788	TFs_Hypergeom	0.007	355.5
WP2854	TFs_Hypergeom	0.0	355.5
WP2868	TFs_Hypergeom	0.003	355.5
WP5030	TFs_Hypergeom	0.0	355.5
WP2943	TFs_Hypergeom	0.008	355.5
WP4698	TFs_Hypergeom	0.023	355.5
WP4891	TFs_Hypergeom	0.0	355.5
WP2038	TFs_Hypergeom	0.003	355.5
WP4493	TFs_Hypergeom	0.0	355.5
WP4917	TFs_Hypergeom	0.0	355.5
WP2276	TFs_Hypergeom	0.0	355.5
WP3613	TFs_Hypergeom	0.024	355.5
WP430	TFs_Hypergeom	0.0	355.5
WP4324	TFs_Hypergeom	0.0	355.5
WP4721	TFs_Hypergeom	0.009	355.5
WP4400	TFs_Hypergeom	0.0	355.5
WP2583	TFs_Hypergeom	0.011	355.5
WP4537	TFs_Hypergeom	0.022	355.5
WP2261	TFs_Hypergeom	0.033	355.5
WP4288	TFs_Hypergeom	0.0	355.5
WP4871	TFs_Hypergeom	0.007	355.5
WP4799	TFs_Hypergeom	0.0	355.5
WP5033	TFs_Hypergeom	0.004	355.5
WP4877	TFs_Hypergeom	0.03	355.5
WP4595	TFs_Hypergeom	0.0	355.5
WP3965	TFs_Hypergeom	0.0	355.5
WP727	TFs_Hypergeom	0.0	355.5
WP3935	TFs_Hypergeom	0.003	355.5
WP4481	TFs_Hypergeom	0.014	355.5
WP465	TFs_Hypergeom	0.0	355.5
WP2525	TFs_Hypergeom	0.0	355.5
WP1589	TFs_Hypergeom	0.02	355.5
WP2542	TFs_Hypergeom	0.0	355.5
WP368	TFs_Hypergeom	0.0	355.5
WP4920	TFs_Hypergeom	0.0	355.5
WP53	TFs_Hypergeom	0.042	355.5
WP4532	TFs_Hypergeom	0.0	355.5
WP3874	TFs_Hypergeom	0.012	355.5
WP5088	TFs_Hypergeom	0.015	355.5
WP4016	TFs_Hypergeom	0.036	355.5
WP4562	TFs_Hypergeom	0.021	355.5
WP1600	TFs_Hypergeom	0.0	355.5
WP4758	TFs_Hypergeom	0.014	355.5
WP4495	TFs_Hypergeom	0.018	355.5
WP4159	TFs_Hypergeom	0.0	355.5
WP2640	TFs_Hypergeom	0.0	355.5
WP1545	TFs_Hypergeom	0.032	355.5
WP5119	TFs_Hypergeom	0.0	355.5
WP3878	TFs_Hypergeom	0.012	355.5
WP501	TFs_Hypergeom	0.0	355.5
WP80	TFs_Hypergeom	0.0	355.5
WP3924	TFs_Hypergeom	0.0	355.5
WP4789	TFs_Hypergeom	0.0	355.5
WP4146	TFs_Hypergeom	0.0	355.5
