annotation_id	typeOfAnalysis	p_times	ranking
hsa04144	Target_Hypergeom	0.128	136.0
hsa05231	Target_Hypergeom	0.146	136.0
hsa04725	Target_NonCentral	0.044	136.5
hsa01524	Target_NonCentral	0.046	137.0
hsa04064	Target_NonCentral	0.102	137.0
hsa04630	Target_NonCentral	0.073	137.0
hsa04350	Target_NonCentral	0.016	138.0
hsa05014	Target_NonCentral	0.009	138.0
hsa04110	Target_NonCentral	0.082	138.5
hsa04750	Target_NonCentral	0.079	138.5
hsa04917	Target_NonCentral	0.041	139.0
hsa05414	Target_Hypergeom	0.126	139.0
hsa05210	Target_NonCentral	0.043	140.0
hsa05217	Target_Hypergeom	0.162	140.0
hsa05022	Target_Hypergeom	0.077	140.0
hsa04115	Target_NonCentral	0.051	140.0
hsa05235	Target_Hypergeom	0.181	140.0
hsa05164	Target_NonCentral	0.123	141.0
hsa04925	Target_Hypergeom	0.152	142.0
hsa04120	Target_NonCentral	0.035	142.5
hsa05216	Target_NonCentral	0.018	143.0
hsa04217	Target_NonCentral	0.068	143.0
hsa04725	Target_Hypergeom	0.133	143.0
hsa05010	Target_Hypergeom	0.09	143.0
hsa04620	Target_Hypergeom	0.221	143.25
hsa04370	Target_NonCentral	0.011	145.0
hsa04914	Target_NonCentral	0.044	145.5
hsa04022	Target_Hypergeom	0.142	145.5
hsa04360	Target_Hypergeom	0.138	146.0
hsa04114	Target_NonCentral	0.045	146.5
hsa04668	Target_NonCentral	0.083	147.0
hsa05012	Target_NonCentral	0.011	148.0
hsa05142	Target_NonCentral	0.081	148.5
hsa04662	Target_Hypergeom	0.167	149.25
hsa01100	Target_Hypergeom	0.043	150.0
hsa05219	Target_NonCentral	0.021	150.0
hsa04662	Target_NonCentral	0.046	150.5
hsa04922	Target_Hypergeom	0.082	151.0
hsa04910	Target_Hypergeom	0.109	151.25
hsa04540	Target_NonCentral	0.017	151.5
hsa04650	Target_Hypergeom	0.152	151.5
hsa05412	Target_Hypergeom	0.142	152.0
hsa04060	Target_Hypergeom	0.187	152.0
hsa04270	Target_Hypergeom	0.112	152.5
hsa05171	Target_Hypergeom	0.178	152.5
hsa04514	Target_Hypergeom	0.105	152.5
hsa04913	Target_NonCentral	0.047	153.0
hsa04060	Target_NonCentral	0.131	153.0
hsa04658	Target_NonCentral	0.077	153.5
hsa05416	Target_NonCentral	0.029	153.5
hsa05235	Target_NonCentral	0.035	154.0
hsa05171	Target_NonCentral	0.096	154.0
hsa05217	Target_NonCentral	0.047	155.0
hsa05143	Target_Hypergeom	0.2	155.5
hsa04217	Target_Hypergeom	0.156	155.5
hsa04620	Target_NonCentral	0.094	156.5
hsa04261	Target_Hypergeom	0.07	157.5
hsa04137	Target_Hypergeom	0.135	162.0
hsa04137	Target_NonCentral	0.033	162.5
hsa05133	Target_Hypergeom	0.232	163.0
hsa04141	Target_NonCentral	0.032	164.0
hsa04150	Target_Hypergeom	0.078	164.0
hsa05140	Target_NonCentral	0.068	165.5
hsa04728	Target_Hypergeom	0.084	166.5
hsa05168	Target_NonCentral	0.083	167.0
hsa04750	Target_Hypergeom	0.114	167.0
hsa04540	Target_Hypergeom	0.061	167.75
hsa04666	Target_Hypergeom	0.122	168.0
hsa04911	Target_NonCentral	0.075	169.5
hsa05014	Target_Hypergeom	0.006	170.0
hsa05020	Target_Hypergeom	0.03	171.0
hsa05323	Target_NonCentral	0.085	171.5
hsa05200	TFs_Hypergeom	0.027	172.0
hsa05202	TFs_Hypergeom	0.275	172.0
hsa05166	TFs_Hypergeom	0.113	172.0
hsa05169	TFs_Hypergeom	0.125	172.5
hsa05215	TFs_Hypergeom	0.127	172.5
hsa04659	TFs_Hypergeom	0.136	172.5
hsa05165	TFs_Hypergeom	0.053	172.5
hsa04010	TFs_Hypergeom	0.05	172.5
hsa05207	TFs_Hypergeom	0.07	172.5
hsa04380	TFs_Hypergeom	0.135	172.5
hsa05161	TFs_Hypergeom	0.173	172.5
hsa05224	TFs_Hypergeom	0.145	172.5
hsa05203	TFs_Hypergeom	0.142	172.5
hsa05167	TFs_Hypergeom	0.157	172.5
hsa05164	TFs_Hypergeom	0.042	173.0
hsa04917	TFs_Hypergeom	0.083	173.0
hsa04927	TFs_Hypergeom	0.049	173.0
hsa04211	TFs_Hypergeom	0.08	173.0
hsa04310	TFs_Hypergeom	0.086	173.0
hsa05030	TFs_Hypergeom	0.058	173.0
hsa04660	TFs_Hypergeom	0.042	173.0
hsa05168	TFs_Hypergeom	0.001	173.0
hsa04218	TFs_Hypergeom	0.125	173.0
hsa05134	TFs_Hypergeom	0.033	173.0
hsa05135	TFs_Hypergeom	0.047	173.0
hsa04062	TFs_Hypergeom	0.044	173.0
hsa05213	TFs_Hypergeom	0.058	173.0
hsa04714	TFs_Hypergeom	0.017	173.0
hsa04022	TFs_Hypergeom	0.085	173.0
hsa05017	TFs_Hypergeom	0.04	173.0
hsa04066	TFs_Hypergeom	0.032	173.0
hsa04921	TFs_Hypergeom	0.04	173.0
hsa04350	TFs_Hypergeom	0.064	173.0
hsa05010	TFs_Hypergeom	0.01	173.0
hsa04110	TFs_Hypergeom	0.07	173.0
hsa05208	TFs_Hypergeom	0.024	173.0
hsa04933	TFs_Hypergeom	0.079	173.0
hsa04012	TFs_Hypergeom	0.039	173.0
hsa04137	TFs_Hypergeom	0.077	173.0
hsa04371	TFs_Hypergeom	0.054	173.0
hsa05231	TFs_Hypergeom	0.034	173.0
hsa05226	TFs_Hypergeom	0.1	173.0
hsa05020	TFs_Hypergeom	0.016	173.0
hsa05417	TFs_Hypergeom	0.037	173.0
hsa05221	TFs_Hypergeom	0.094	173.0
hsa04911	TFs_Hypergeom	0.04	173.0
hsa05214	TFs_Hypergeom	0.033	173.0
hsa05235	TFs_Hypergeom	0.072	173.0
hsa04722	TFs_Hypergeom	0.057	173.0
hsa05152	TFs_Hypergeom	0.082	173.0
hsa04620	TFs_Hypergeom	0.048	173.0
hsa04918	TFs_Hypergeom	0.042	173.0
hsa01522	TFs_Hypergeom	0.077	173.0
hsa04068	TFs_Hypergeom	0.034	173.0
hsa05031	TFs_Hypergeom	0.054	173.0
hsa04925	TFs_Hypergeom	0.051	173.0
hsa04152	TFs_Hypergeom	0.064	173.0
hsa05171	TFs_Hypergeom	0.021	173.0
hsa05412	TFs_Hypergeom	0.033	173.0
hsa05205	TFs_Hypergeom	0.025	173.0
hsa05133	TFs_Hypergeom	0.043	173.0
hsa05016	TFs_Hypergeom	0.033	173.0
hsa05225	TFs_Hypergeom	0.105	173.0
hsa04064	TFs_Hypergeom	0.031	173.0
hsa04014	TFs_Hypergeom	0.024	173.0
hsa04024	TFs_Hypergeom	0.032	173.0
hsa04630	TFs_Hypergeom	0.057	173.0
hsa05145	TFs_Hypergeom	0.027	173.0
hsa05415	TFs_Hypergeom	0.035	173.0
hsa05222	TFs_Hypergeom	0.071	173.0
hsa05160	TFs_Hypergeom	0.109	173.0
hsa05012	TFs_Hypergeom	0.008	173.0
hsa04922	TFs_Hypergeom	0.051	173.0
hsa04658	TFs_Hypergeom	0.104	173.0
hsa04920	TFs_Hypergeom	0.035	173.0
hsa04919	TFs_Hypergeom	0.093	173.0
hsa05130	TFs_Hypergeom	0.033	173.0
hsa04625	TFs_Hypergeom	0.077	173.0
hsa04931	TFs_Hypergeom	0.072	173.0
hsa04657	TFs_Hypergeom	0.063	173.0
hsa04662	TFs_Hypergeom	0.042	173.0
hsa05131	TFs_Hypergeom	0.017	173.0
hsa05140	TFs_Hypergeom	0.048	173.0
hsa05210	TFs_Hypergeom	0.08	173.0
hsa05170	TFs_Hypergeom	0.016	173.0
hsa05206	TFs_Hypergeom	0.026	173.0
hsa04912	TFs_Hypergeom	0.033	173.0
hsa04950	TFs_Hypergeom	0.081	173.0
hsa05219	TFs_Hypergeom	0.041	173.0
hsa05217	TFs_Hypergeom	0.047	173.0
hsa05418	TFs_Hypergeom	0.06	173.0
hsa04668	TFs_Hypergeom	0.092	173.0
hsa05163	TFs_Hypergeom	0.045	173.0
hsa03320	TFs_Hypergeom	0.038	173.0
hsa05034	TFs_Hypergeom	0.036	173.0
hsa04728	TFs_Hypergeom	0.06	173.0
hsa04151	TFs_Hypergeom	0.031	173.0
hsa04725	TFs_Hypergeom	0.039	173.0
hsa05212	TFs_Hypergeom	0.07	173.0
hsa04390	TFs_Hypergeom	0.106	173.0
hsa04935	TFs_Hypergeom	0.077	173.0
hsa05321	TFs_Hypergeom	0.076	173.0
hsa04520	TFs_Hypergeom	0.05	173.0
hsa05142	TFs_Hypergeom	0.033	173.0
hsa05223	TFs_Hypergeom	0.065	173.0
hsa04217	TFs_Hypergeom	0.049	173.0
hsa04210	TFs_Hypergeom	0.052	173.0
hsa04926	TFs_Hypergeom	0.067	173.0
hsa05230	TFs_Hypergeom	0.027	173.0
hsa04550	TFs_Hypergeom	0.109	173.0
hsa04932	TFs_Hypergeom	0.099	173.0
hsa04261	TFs_Hypergeom	0.046	173.0
hsa04915	TFs_Hypergeom	0.115	173.0
hsa05162	TFs_Hypergeom	0.087	173.0
hsa05132	TFs_Hypergeom	0.029	173.0
hsa05022	TFs_Hypergeom	0.0	173.0
hsa04621	TFs_Hypergeom	0.051	173.0
hsa05216	TFs_Hypergeom	0.076	173.0
hsa05211	TFs_Hypergeom	0.045	173.0
hsa04934	TFs_Hypergeom	0.119	173.0
hsa04916	TFs_Hypergeom	0.063	173.0
hsa05220	TFs_Hypergeom	0.083	173.0
hsa05218	TFs_Hypergeom	0.045	173.0
hsa04928	TFs_Hypergeom	0.12	173.0
hsa05014	TFs_Hypergeom	0.006	173.25
hsa05332	TFs_Hypergeom	0.0	173.5
hsa04145	TFs_Hypergeom	0.0	173.5
hsa00740	TFs_Hypergeom	0.0	173.5
hsa05320	TFs_Hypergeom	0.0	173.5
hsa05144	TFs_Hypergeom	0.0	173.5
hsa04061	TFs_Hypergeom	0.0	173.5
hsa04141	TFs_Hypergeom	0.023	173.5
hsa00260	TFs_Hypergeom	0.0	173.5
hsa01521	TFs_Hypergeom	0.008	173.5
hsa05414	TFs_Hypergeom	0.0	173.5
hsa04072	TFs_Hypergeom	0.0	173.5
hsa00190	TFs_Hypergeom	0.0	173.5
hsa04612	TFs_Hypergeom	0.027	173.5
hsa00514	TFs_Hypergeom	0.0	173.5
hsa04150	TFs_Hypergeom	0.0	173.5
hsa04120	TFs_Hypergeom	0.0	173.5
hsa00532	TFs_Hypergeom	0.0	173.5
hsa04973	TFs_Hypergeom	0.0	173.5
hsa04340	TFs_Hypergeom	0.006	173.5
hsa04744	TFs_Hypergeom	0.0	173.5
hsa04115	TFs_Hypergeom	0.011	173.5
hsa04360	TFs_Hypergeom	0.004	173.5
hsa00591	TFs_Hypergeom	0.0	173.5
hsa00310	TFs_Hypergeom	0.005	173.5
hsa00564	TFs_Hypergeom	0.0	173.5
hsa00120	TFs_Hypergeom	0.0	173.5
hsa04966	TFs_Hypergeom	0.0	173.5
hsa04130	TFs_Hypergeom	0.0	173.5
hsa04978	TFs_Hypergeom	0.009	173.5
hsa04970	TFs_Hypergeom	0.0	173.5
hsa04913	TFs_Hypergeom	0.0	173.5
hsa00340	TFs_Hypergeom	0.0	173.5
hsa00053	TFs_Hypergeom	0.0	173.5
hsa01212	TFs_Hypergeom	0.0	173.5
hsa03008	TFs_Hypergeom	0.0	173.5
hsa00670	TFs_Hypergeom	0.0	173.5
hsa00512	TFs_Hypergeom	0.0	173.5
hsa04713	TFs_Hypergeom	0.014	173.5
hsa03060	TFs_Hypergeom	0.0	173.5
hsa04530	TFs_Hypergeom	0.02	173.5
hsa04611	TFs_Hypergeom	0.0	173.5
hsa00520	TFs_Hypergeom	0.0	173.5
hsa04015	TFs_Hypergeom	0.0	173.5
hsa00240	TFs_Hypergeom	0.0	173.5
hsa00630	TFs_Hypergeom	0.0	173.5
hsa01100	TFs_Hypergeom	0.0	173.5
hsa04613	TFs_Hypergeom	0.014	173.5
hsa00604	TFs_Hypergeom	0.0	173.5
hsa04213	TFs_Hypergeom	0.02	173.5
hsa04975	TFs_Hypergeom	0.0	173.5
hsa00983	TFs_Hypergeom	0.0	173.5
hsa01523	TFs_Hypergeom	0.014	173.5
hsa04910	TFs_Hypergeom	0.022	173.5
hsa01230	TFs_Hypergeom	0.0	173.5
hsa04140	TFs_Hypergeom	0.01	173.5
hsa01524	TFs_Hypergeom	0.008	173.5
hsa04512	TFs_Hypergeom	0.0	173.5
hsa04723	TFs_Hypergeom	0.0	173.5
hsa04914	TFs_Hypergeom	0.007	173.5
hsa00400	TFs_Hypergeom	0.0	173.5
hsa00533	TFs_Hypergeom	0.0	173.5
hsa00640	TFs_Hypergeom	0.0	173.5
hsa00620	TFs_Hypergeom	0.0	173.5
hsa00100	TFs_Hypergeom	0.0	173.5
hsa05146	TFs_Hypergeom	0.014	173.5
hsa03430	TFs_Hypergeom	0.0	173.5
hsa00450	TFs_Hypergeom	0.0	173.5
hsa04672	TFs_Hypergeom	0.0	173.5
hsa00290	TFs_Hypergeom	0.0	173.5
hsa00730	TFs_Hypergeom	0.0	173.5
hsa04510	TFs_Hypergeom	0.015	173.5
hsa03015	TFs_Hypergeom	0.0	173.5
hsa00230	TFs_Hypergeom	0.0	173.5
hsa04080	TFs_Hypergeom	0.003	173.5
hsa03013	TFs_Hypergeom	0.0	173.5
hsa05110	TFs_Hypergeom	0.0	173.5
hsa00270	TFs_Hypergeom	0.0	173.5
hsa04664	TFs_Hypergeom	0.0	173.5
hsa04650	TFs_Hypergeom	0.009	173.5
hsa00860	TFs_Hypergeom	0.0	173.5
hsa04146	TFs_Hypergeom	0.0	173.5
hsa05410	TFs_Hypergeom	0.0	173.5
hsa04270	TFs_Hypergeom	0.0	173.5
hsa03040	TFs_Hypergeom	0.0	173.5
hsa00980	TFs_Hypergeom	0.0	173.5
hsa04623	TFs_Hypergeom	0.019	173.5
hsa03020	TFs_Hypergeom	0.0	173.5
hsa04122	TFs_Hypergeom	0.0	173.5
hsa00052	TFs_Hypergeom	0.0	173.5
hsa04979	TFs_Hypergeom	0.0	173.5
hsa01200	TFs_Hypergeom	0.0	173.5
hsa04923	TFs_Hypergeom	0.0	173.5
hsa04666	TFs_Hypergeom	0.0	173.5
hsa04070	TFs_Hypergeom	0.0	173.5
hsa03420	TFs_Hypergeom	0.0	173.5
hsa00510	TFs_Hypergeom	0.0	173.5
hsa04964	TFs_Hypergeom	0.0	173.5
hsa04392	TFs_Hypergeom	0.022	173.5
hsa00830	TFs_Hypergeom	0.0	173.5
hsa04976	TFs_Hypergeom	0.009	173.5
hsa04670	TFs_Hypergeom	0.0	173.5
hsa04977	TFs_Hypergeom	0.0	173.5
hsa04721	TFs_Hypergeom	0.0	173.5
hsa04216	TFs_Hypergeom	0.008	173.5
hsa00350	TFs_Hypergeom	0.0	173.5
hsa00430	TFs_Hypergeom	0.0	173.5
hsa00062	TFs_Hypergeom	0.0	173.5
hsa00360	TFs_Hypergeom	0.0	173.5
hsa04330	TFs_Hypergeom	0.011	173.5
hsa00790	TFs_Hypergeom	0.0	173.5
hsa03010	TFs_Hypergeom	0.0	173.5
hsa04726	TFs_Hypergeom	0.0	173.5
hsa05100	TFs_Hypergeom	0.0	173.5
hsa01240	TFs_Hypergeom	0.0	173.5
hsa04740	TFs_Hypergeom	0.0	173.5
hsa04810	TFs_Hypergeom	0.0	173.5
hsa04961	TFs_Hypergeom	0.017	173.5
hsa03450	TFs_Hypergeom	0.0	173.5
hsa00500	TFs_Hypergeom	0.0	173.5
hsa04640	TFs_Hypergeom	0.0	173.5
hsa03410	TFs_Hypergeom	0.0	173.5
hsa00250	TFs_Hypergeom	0.0	173.5
hsa00780	TFs_Hypergeom	0.0	173.5
hsa00061	TFs_Hypergeom	0.0	173.5
hsa00534	TFs_Hypergeom	0.0	173.5
hsa00563	TFs_Hypergeom	0.0	173.5
hsa04971	TFs_Hypergeom	0.0	173.5
hsa00592	TFs_Hypergeom	0.0	173.5
hsa05204	TFs_Hypergeom	0.0	173.5
hsa05032	TFs_Hypergeom	0.0	173.5
hsa00515	TFs_Hypergeom	0.0	173.5
hsa05323	TFs_Hypergeom	0.019	173.5
hsa00760	TFs_Hypergeom	0.0	173.5
hsa00480	TFs_Hypergeom	0.0	173.5
hsa00601	TFs_Hypergeom	0.0	173.5
hsa00910	TFs_Hypergeom	0.0	173.5
hsa03440	TFs_Hypergeom	0.0	173.5
hsa00440	TFs_Hypergeom	0.0	173.5
hsa00040	TFs_Hypergeom	0.0	173.5
hsa00130	TFs_Hypergeom	0.0	173.5
hsa05330	TFs_Hypergeom	0.0	173.5
hsa04020	TFs_Hypergeom	0.0	173.5
hsa04924	TFs_Hypergeom	0.005	173.5
hsa04929	TFs_Hypergeom	0.007	173.5
hsa00920	TFs_Hypergeom	0.0	173.5
hsa00750	TFs_Hypergeom	0.0	173.5
hsa03022	TFs_Hypergeom	0.01	173.5
hsa04071	TFs_Hypergeom	0.022	173.5
hsa04610	TFs_Hypergeom	0.0	173.5
hsa00511	TFs_Hypergeom	0.0	173.5
hsa04622	TFs_Hypergeom	0.019	173.5
hsa05322	TFs_Hypergeom	0.0	173.5
hsa04962	TFs_Hypergeom	0.019	173.5
hsa00590	TFs_Hypergeom	0.0	173.5
hsa01040	TFs_Hypergeom	0.0	173.5
